Country,total,gold,TlLower,TlUpper,GLower,GUpper
USA,99,35,89,109,31,38
CHN,92,34,80,103,29,38
GER,57,18,51,64,16,21
GBR,54,19,47,60,16,21
KOR,54,19,46,62,16,22
RUS,44,12,38,49,10,14
MEX,38,13,33,44,11,15
JPN,31,11,24,37,9,13
INA,19,7,13,24,5,9
POL,19,6,15,22,5,8
CUB,19,5,16,22,4,6
HUN,18,7,14,22,5,8
MAS,17,6,13,21,5,8
AUT,16,5,13,18,4,6
ARG,14,4,11,17,3,5
ISR,14,4,11,16,3,4
CZE,14,3,10,18,2,5
SLO,13,5,11,15,4,5
ITA,13,2,6,20,-1,4
RSA,12,4,10,15,3,5
DEN,11,4,7,16,2,5
CRO,11,3,8,15,2,4
ROU,11,3,8,15,2,4
KEN,10,4,6,15,3,6
DOM,10,3,9,12,3,4
TUR,10,3,9,12,2,4
BLR,10,1,6,13,-0,2
HKG,9,3,7,11,3,4
IND,9,3,7,11,2,4
TPE,8,3,5,11,2,4
BEL,8,2,6,10,1,3
EUN,8,2,6,10,1,3
GEO,8,2,6,10,2,3
KAZ,8,2,5,10,1,3
AZE,8,1,6,11,0,2
NZL,7,3,3,11,1,4
SGP,7,3,5,8,2,3
IRI,7,2,4,9,1,3
MGL,6,2,5,8,1,2
TUN,6,2,5,7,2,2
CHI,6,1,4,7,0,2
UZB,6,1,4,8,-0,1
FIJ,5,3,1,9,1,4
PRK,5,2,3,7,2,3
SRB,5,2,3,7,1,2
EST,5,1,4,6,1,2
NED,5,1,-0,11,-1,3
JAM,4,2,2,7,1,2
VEN,4,2,4,5,1,2
ALG,4,1,3,5,1,1
ARM,3,1,2,4,1,2
ETH,3,1,2,4,1,1
KGZ,3,1,2,4,0,1
MAR,3,1,2,4,0,1
PUR,3,1,3,4,1,1
THA,3,1,1,6,0,2
IRL,3,0,0,5,-0,1
CYP,2,1,1,2,1,1
FIN,2,1,-0,5,-0,2
POR,2,1,-0,4,-0,1
URU,2,1,1,2,0,1
SUI,2,0,-1,6,-1,1
TTO,2,0,1,2,0,1
CAN,2,-1,-4,9,-3,2
GUA,1,1,1,2,0,1
LTU,1,1,-2,4,-0,2
QAT,1,1,1,2,0,1
VIE,1,1,1,2,0,1
ANG,1,0,1,1,0,0
