Country,total,gold,TlLower,TlUpper,GLower,GUpper
CHN,78,35,65,91,30,41
USA,70,28,60,80,23,32
GBR,53,20,47,59,18,23
AUS,47,20,40,53,17,23
FRA,37,21,24,49,15,26
GER,26,11,18,33,8,14
HUN,26,7,21,31,5,9
CAN,25,9,21,29,8,11
POL,23,6,20,26,5,8
NZL,21,7,18,24,5,8
RUS,18,6,12,23,4,8
JPN,17,10,11,23,7,12
CUB,17,6,14,20,5,7
ITA,17,5,11,23,2,7
NED,16,6,11,21,4,8
CRO,15,6,13,18,5,7
DEN,15,6,11,20,4,8
KOR,15,5,8,22,2,8
GRE,13,4,11,14,3,5
INA,13,4,6,21,1,7
KEN,11,5,8,14,4,6
MGL,10,4,8,12,3,5
SRB,10,4,8,12,3,5
GEO,10,3,8,12,2,4
IND,10,3,7,12,2,4
KAZ,10,2,8,13,1,3
AUT,9,4,7,11,3,5
SLO,9,4,8,10,3,4
POR,9,3,7,12,2,4
CZE,8,4,4,12,2,6
MAS,8,3,3,13,1,5
SWE,8,3,6,11,2,4
FIJ,6,3,4,8,2,3
FIN,6,2,4,8,1,3
SGP,6,2,4,7,1,3
MEX,6,1,2,9,-0,2
PRK,5,3,4,7,2,3
HKG,5,2,2,7,1,3
EST,5,1,4,6,1,2
LTU,5,1,2,7,0,3
ARG,5,0,2,9,-1,1
BLR,5,0,1,8,-1,2
IRI,5,0,3,7,-0,1
ROU,4,3,1,8,1,4
JAM,4,2,3,6,1,3
SCG,4,2,3,5,1,2
SVK,4,2,3,5,2,2
COL,4,1,2,5,-0,1
TUN,4,1,3,4,0,1
ALG,3,1,2,4,0,1
CYP,3,1,2,3,1,1
ETH,3,1,2,4,1,2
IOA,3,1,2,3,1,2
LAT,3,1,2,4,0,1
PER,3,1,3,4,1,1
NGR,3,-0,1,5,-1,1
RSA,2,2,0,4,1,3
GUA,2,1,2,2,1,1
MAR,2,1,1,3,0,1
PUR,2,1,1,2,0,1
QAT,2,1,2,3,0,1
THA,2,1,-0,4,-0,1
ARM,2,-0,1,3,-1,0
KGZ,2,0,2,3,-0,0
URU,2,0,1,2,0,1
VEN,2,0,1,3,-0,1
DOM,1,1,-0,2,0,1
ECU,1,1,0,2,0,1
KUW,1,1,1,2,1,1
SMR,1,1,1,2,0,1
TTO,1,1,1,2,0,1
BAH,1,0,0,1,0,1
BRN,1,0,0,1,0,0
CMR,1,-0,0,1,-0,0
EOR,1,0,0,1,0,1
EUN,1,0,-1,3,-0,1
GHA,1,-0,-0,2,-1,0
KOS,1,0,1,1,0,1
MDA,1,0,1,2,0,1
SEY,1,0,0,1,0,0
TCH,1,0,0,1,0,0
TJK,1,0,1,1,0,0
UAE,1,0,1,1,0,1
UGA,1,0,0,1,-0,0
ZIM,1,0,0,1,0,1
AZE,1,-1,-1,3,-2,-0
AFG,-0,-0,-0,0,-0,-0
AHO,-0,-0,-0,0,-0,-0
AIN,-0,-0,-0,0,-0,-0
ALB,-0,-0,-0,0,-0,0
AND,-0,-0,-0,0,-0,-0
ANG,0,0,0,1,0,0
ANT,-0,-0,-0,0,-0,0
ANZ,-0,-0,-0,0,-0,-0
ARU,0,-0,0,1,-0,0
ASA,0,-0,-0,0,-0,0
BAN,0,-0,-0,1,-0,0
BAR,0,-0,-0,0,-0,0
BDI,0,0,-0,0,-0,0
BEN,0,0,-0,0,-0,0
BER,0,-0,-0,0,-0,0
BHU,-0,-0,-0,0,-0,-0
BIH,0,0,0,1,0,0
BIZ,-0,-0,-0,0,-0,-0
BOH,-0,-0,-0,0,-0,-0
BOL,0,0,-0,0,-0,0
BOT,0,0,-0,1,-0,0
BRU,-0,-0,-0,0,-0,-0
BUR,0,0,-0,0,-0,0
CAF,-0,-0,-0,0,-0,0
CAM,-0,-0,-0,0,-0,0
CAY,-0,-0,-0,0,-0,0
CGO,0,0,-0,1,-0,0
CHA,-0,-0,-0,0,-0,-0
CIV,0,0,-1,1,-0,1
COD,0,-0,-0,0,-0,0
COK,0,-0,-0,0,-0,0
COM,-0,-0,-0,0,-0,-0
CRC,0,0,-0,0,-0,0
CRT,-0,-0,-0,0,-0,-0
DJI,0,-0,-0,0,-0,0
DMA,-0,-0,-0,0,-0,-0
ERI,0,-0,-0,0,-0,0
ESA,0,0,-0,0,-0,0
FRG,-0,-0,-0,0,-0,-0
FSM,-0,-0,-0,0,-0,0
GAB,0,0,-0,1,0,0
GAM,-0,-0,-0,0,-0,-0
GBS,0,-0,-0,0,-0,0
GDR,-0,-0,-0,0,-0,-0
GEQ,-0,-0,-0,0,-0,-0
GRN,0,0,-0,0,-0,0
