Country,total,gold,TlLower,TlUpper,GLower,GUpper
CHN,125,47,113,136,43,52
GBR,63,22,57,69,20,24
USA,51,18,42,61,15,22
GER,44,15,37,50,12,17
KOR,42,16,35,49,13,18
CAN,33,11,29,37,10,13
RUS,32,8,27,38,6,10
ITA,29,8,23,34,6,10
ESP,24,6,19,30,4,8
NED,23,7,18,29,5,9
POL,21,7,18,24,6,8
INA,20,8,13,26,5,10
MEX,19,7,14,24,6,9
HUN,18,7,13,22,5,8
MAS,18,7,14,23,5,8
CUB,18,5,16,21,4,6
ARG,16,5,13,20,4,6
DEN,14,5,10,19,3,7
UKR,13,2,10,15,2,3
IND,12,4,9,14,3,5
CZE,12,3,8,16,1,4
TUR,12,3,10,14,3,4
KEN,11,5,7,15,3,6
JPN,10,7,2,18,4,10
AUT,10,4,8,12,3,4
ROC,10,1,6,14,0,3
BEL,9,3,7,11,2,4
GEO,9,3,7,10,2,3
IRI,9,3,7,12,2,3
CRO,9,2,6,12,1,3
HKG,8,3,6,10,2,3
SRB,8,3,6,10,2,4
KAZ,8,2,6,11,1,3
AZE,8,1,6,11,0,2
SUI,8,1,4,11,-0,2
EGY,7,3,6,9,2,3
JAM,7,3,5,9,2,3
LTU,7,3,4,10,2,4
SLO,7,3,5,8,2,3
ROU,7,2,4,11,1,3
MGL,6,2,4,7,1,2
SGP,6,2,5,8,2,3
TPE,6,2,3,9,1,3
TUN,6,2,5,7,2,2
EST,5,2,4,6,1,2
GRE,5,2,3,7,1,2
EUN,5,1,3,7,0,2
FIN,5,1,2,7,0,2
ETH,4,2,3,6,1,2
FIJ,4,2,0,7,1,3
PRK,4,2,2,5,1,2
ALG,4,1,3,4,1,1
MAR,4,1,3,4,1,1
NGR,4,1,2,5,1,2
RSA,4,1,2,6,0,2
THA,4,1,2,7,0,2
CHI,4,0,2,5,-0,1
BLR,4,-1,0,7,-2,-0
DOM,3,2,2,5,1,2
ARM,3,1,2,4,0,1
KGZ,3,1,2,4,0,1
LAT,3,1,1,4,0,2
PUR,3,1,3,4,1,1
VEN,3,1,2,4,0,1
IRL,3,0,1,5,-1,1
CIV,2,1,1,2,0,1
CYP,2,1,2,3,1,1
GUA,2,1,1,2,1,1
TTO,2,1,1,2,0,1
URU,2,1,1,2,0,1
ISR,2,0,-0,5,-0,1
NZL,2,0,-2,6,-1,2
UZB,2,-1,1,4,-1,-0
AUS,1,3,-6,9,0,6
BAH,1,1,1,2,0,1
QAT,1,1,1,2,1,1
VIE,1,1,1,2,0,1
ARU,1,0,0,1,0,0
BOT,1,0,0,1,0,0
BRN,1,0,1,1,0,1
CGO,1,0,0,1,-0,0
COD,1,0,0,1,-0,0
EOR,1,0,1,2,0,1
ERI,1,0,0,1,0,0
GAB,1,0,0,1,0,0
HAI,1,0,0,1,0,0
JOR,1,0,0,1,0,0
KOS,1,0,0,1,0,0
LCA,1,0,0,1,0,0
LUX,1,0,0,1,-0,0
MDA,1,0,0,1,-0,0
MOZ,1,0,0,1,0,0
MRI,1,0,0,1,-0,0
NAM,1,0,1,1,0,0
NIG,1,0,0,1,0,0
PAK,1,0,0,1,0,0
PNG,1,0,0,1,0,0
SCG,1,0,0,2,0,1
SEN,1,0,0,1,0,0
SEY,1,0,0,1,0,0
SVK,1,0,-0,2,-0,1
SWE,1,-0,-2,4,-1,1
TJK,1,0,1,1,0,0
UGA,1,0,1,1,0,0
COL,1,-1,-1,4,-2,-0
AFG,0,0,-0,0,-0,0
AHO,0,-0,-0,0,-0,0
AIN,0,-0,-0,0,-0,0
ALB,0,-0,-0,0,-0,0
AND,0,-0,-0,0,-0,0
ANG,0,0,0,1,0,0
ANT,0,0,-0,0,-0,0
ANZ,0,-0,-0,0,-0,0
ASA,0,0,0,1,-0,0
BAN,-0,-0,-0,0,-0,-0
BAR,0,0,0,1,-0,0
BDI,0,0,0,1,-0,0
BEN,0,0,-0,1,-0,0
BER,0,0,0,1,-0,0
BHU,0,-0,-0,0,-0,0
BIH,0,0,0,1,-0,0
BIZ,0,0,-0,0,-0,0
BOH,0,-0,-0,0,-0,0
BOL,0,0,-0,0,-0,0
BRU,0,-0,-0,0,-0,0
BUR,0,0,0,1,-0,0
CAF,0,-0,-0,0,-0,0
CAM,0,-0,-0,0,-0,0
CAY,0,-0,-0,0,-0,0
CHA,0,-0,-0,0,-0,0
COK,0,0,-0,1,-0,0
COM,0,0,-0,0,-0,0
CPV,-0,-0,-1,-0,-0,-0
CRT,0,-0,-0,0,-0,0
DJI,0,0,0,1,-0,0
DMA,0,-0,-0,0,-0,0
ESA,0,0,0,1,-0,0
FRG,0,-0,-0,0,-0,0
FSM,0,-0,-0,0,-0,0
GAM,0,-0,-0,0,-0,0
GBS,0,0,0,1,-0,0
GDR,0,-0,-0,0,-0,0
GEQ,0,-0,-0,0,-0,0
GRN,0,0,0,1,0,0
GUI,0,0,-0,1,-0,0
GUM,0,-0,-0,0,-0,0
GUY,0,0,-0,0,-0,0
HON,-0,-0,-1,-0,-0,-0
IOA,0,0,-1,1,-0,0
IRQ,0,-0,-0,0,-0,0
ISV,0,-0,-0,0,-0,0
IVB,0,0,-0,0,-0,0
KIR,0,0,-0,0,-0,0
KSA,0,0,-0,0,-0,0
KUW,0,0,-0,0,-0,0
LAO,0,-0,-0,0,-0,0
LBA,0,0,-0,0,-0,0
LBN,0,-0,-0,0,-0,0
LBR,0,0,-0,0,-0,0
LES,0,0,-0,0,-0,0
LIB,0,-0,-0,0,-0,0
LIE,0,-0,-0,0,-0,0
MAD,0,0,-0,0,-0,0
MAL,0,-0,-0,0,-0,0
MAW,0,-0,-0,0,-0,0
MDV,0,-0,-0,0,-0,0
MHL,0,-0,-0,0,-0,0
MKD,0,0,0,1,-0,0
MLI,0,0,0,1,0,0
MLT,0,0,-0,0,-0,0
MON,0,0,-0,1,-0,0
MTN,0,-0,-0,0,-0,0
MYA,0,-0,-0,0,-0,0
NBO,0,-0,-0,0,-0,0
NCA,0,-0,-0,0,-0,0
NEP,0,0,-0,1,-0,0
NFL,0,-0,-0,0,-0,0
NRU,0,-0,-0,0,-0,0
OMA,0,0,-0,0,-0,0
PAN,0,0,0,1,-0,0
PLE,0,0,-0,1,-0,0
PLW,0,-0,-0,0,-0,0
RHO,0,-0,-0,0,-0,0
ROT,0,0,0,1,-0,0
RWA,0,-0,-0,0,-0,0
SAA,0,-0,-0,0,-0,0
SAM,0,0,-0,0,-0,0
SKN,0,0,-0,1,-0,0
SLE,0,-0,-0,0,-0,0
SMR,0,0,-0,1,-0,0
SOL,0,-0,-0,0,-0,0
SOM,0,-0,-0,0,-0,0
SRI,0,0,0,1,-0,0
SSD,0,0,-0,0,-0,0
STP,0,-0,-0,0,-0,0
SUD,0,0,0,1,0,0
SUR,0,-0,-0,0,-0,0
SWZ,0,-0,-0,0,-0,0
SYR,0,0,-0,1,-0,0
TAN,0,0,-0,0,-0,0
TCH,-0,-0,-0,0,-0,0
TGA,0,-0,-0,1,-0,0
TKM,0,0,-0,1,-0,0
TLS,0,-0,-0,0,-0,0
TOG,0,-0,-0,0,-0,0
TUV,0,-0,-0,0,-0,0
UAE,0,0,0,1,0,0
UAR,0,-0,-0,0,-0,0
UNK,0,-0,-0,0,-0,0
URS,0,-0,-0,0,-0,0
VAN,0,0,-0,0,-0,0
VIN,0,-0,-0,0,-0,0
VNM,0,-0,-0,0,-0,0
WIF,0,-0,-0,0,-0,0
YAR,0,-0,-0,0,-0,0
YEM,0,0,-0,0,-0,0
YMD,0,-0,-0,0,-0,0
YUG,0,-0,-0,0,-0,0
ZAM,0,-0,-0,0,-0,0
ZIM,0,-0,-0,0,-0,0
ECU,-0,-1,-1,1,-1,-0
PHI,-0,-1,-1,1,-1,-0
ISL,-1,-0,-1,-0,-1,-0
CMR,-1,-1,-2,-0,-1,-0
GHA,-1,-1,-2,-1,-1,-1
MNE,-1,-1,-2,-1,-1,-0
PAR,-2,-1,-3,-1,-1,-1
NOR,-4,-2,-7,-1,-3,-1
POR,-4,-2,-7,-2,-2,-1
BUL,-4,-3,-7,-2,-4,-2
BRA,-29,-10,-36,-23,-12,-7
CRC,-30,-10,-34,-26,-11,-8
PER,-44,-14,-50,-38,-16,-12
FRA,-227,-64,-265,-190,-77,-50
