Country,total,gold,TlLower,TlUpper,GLower,GUpper
CHN,129,48,114,143,42,53
FRA,55,37,32,77,29,45
USA,60,25,51,70,22,29
GBR,59,21,52,65,19,24
AUS,42,21,33,50,17,24
JPN,44,18,38,50,15,20
KOR,46,15,38,53,12,17
NZL,25,10,19,30,8,12
POL,23,9,20,27,7,10
RUS,30,8,24,35,6,10
CAN,20,8,15,24,6,10
NED,17,8,12,23,6,10
INA,24,7,16,32,4,10
DEN,21,7,16,26,6,9
MAS,20,7,15,26,5,9
BRA,19,6,13,25,4,9
KEN,13,6,9,17,4,7
CUB,17,5,14,20,4,6
LTU,10,5,8,13,4,6
MEX,13,4,10,17,3,6
UKR,13,4,10,15,3,5
BEL,10,4,8,12,3,5
AUT,9,4,7,11,3,4
JAM,8,4,6,10,3,4
ARG,13,3,9,16,2,4
IND,12,3,9,15,2,4
GEO,10,3,8,12,2,4
TUR,10,3,9,12,2,3
EGY,8,3,6,10,2,3
MGL,8,3,7,10,2,3
GRE,7,3,5,9,2,3
SLO,7,3,6,8,2,3
SRB,7,3,5,9,2,4
HKG,6,3,4,9,2,4
PER,6,3,3,10,2,5
CRO,9,2,5,12,1,3
ROU,8,2,4,11,1,3
SUI,7,2,4,10,1,3
EST,6,2,5,6,1,2
ETH,5,2,4,6,2,3
EUN,5,2,3,6,1,2
IRL,5,2,2,7,1,3
SGP,5,2,3,6,1,3
TUN,5,2,4,6,1,2
LAT,4,2,2,5,1,2
PRK,4,2,2,6,1,2
CRC,3,2,0,5,1,3
CZE,9,1,5,13,-0,3
KAZ,8,1,6,11,0,2
IRI,6,1,4,9,0,2
FIN,5,1,3,7,1,2
SWE,5,1,2,8,0,3
FIJ,4,1,1,7,0,3
NGR,4,1,2,6,1,2
TPE,4,1,1,7,-0,2
ALG,3,1,3,4,1,1
GUA,3,1,2,3,1,1
MAR,3,1,2,4,1,1
THA,3,1,1,6,-0,1
BAH,2,1,1,2,0,1
CYP,2,1,2,3,1,1
HUN,2,1,-3,7,-1,3
PUR,2,1,1,3,1,1
QAT,2,1,1,3,1,1
SCG,2,1,1,2,0,1
TTO,2,1,2,3,1,1
URU,2,1,1,2,0,1
VEN,2,1,1,3,0,1
VIE,2,1,1,2,0,1
BRN,1,1,1,2,0,1
ISR,1,1,-1,3,-0,1
AZE,6,0,3,8,-1,1
BLR,6,-0,2,9,-2,1
COL,3,0,1,5,-0,1
KGZ,3,0,2,4,0,1
ARM,2,0,0,3,-0,1
BOT,1,0,0,1,0,0
CIV,1,0,0,2,-0,1
DOM,1,0,0,2,0,1
EOR,1,0,1,2,0,1
GAB,1,0,0,1,0,0
IOA,1,0,0,2,0,1
KOS,1,0,1,1,0,0
KUW,1,0,0,1,0,0
MDA,1,0,0,1,-0,0
MOZ,1,0,0,1,0,0
NAM,1,0,0,1,0,0
NIG,1,0,0,1,0,0
PAK,1,0,0,1,0,0
SEN,1,0,0,1,0,0
SEY,1,0,0,1,0,0
SMR,1,0,0,1,0,0
SVK,1,0,0,2,-0,1
TJK,1,0,1,1,0,0
UAE,1,0,1,1,0,0
UGA,1,0,0,1,0,0
UZB,1,-0,-1,3,-1,0
AFG,0,-0,-0,0,-0,0
AHO,0,-0,-0,0,-0,0
AIN,0,-0,-0,0,-0,0
ALB,-0,-0,-0,0,-0,0
AND,0,-0,-0,0,-0,0
ANG,0,0,0,1,0,0
ANT,0,-0,-0,0,-0,0
ANZ,0,-0,-0,0,-0,0
ARU,0,0,0,1,-0,0
ASA,0,0,-0,1,-0,0
BAN,-0,-0,-1,0,-0,-0
BAR,0,0,0,1,-0,0
BDI,0,0,-0,1,-0,0
