sport,country,country_str,person_str,final
"3x3 Basketball",USA,0,0.888888888888882,0.292277777777777
"3x3 Basketball",CHN,0,1,0.1865
"3x3 Basketball",FRA,0,0.777777777777774,0.145055555555555
"3x3 Basketball",JPN,0,0.444444444444442,0.0828888888888884
"3x3 Basketball",ROC,0,0.444444444444442,0.0828888888888884
"3x3 Basketball",POL,0,0.333333333333332,0.0621666666666664
"3x3 Basketball",LAT,0,0.222222222222222,0.0414444444444444
"3x3 Basketball",NED,0,0.222222222222222,0.0414444444444444
"3x3 Basketball",SRB,0,0.222222222222222,0.0414444444444444
"3x3 Basketball",AUS,0,0.11111111111111,0.020722222222222
"3x3 Basketball",AZE,0,0,0
"3x3 Basketball",BEL,0,0,0
"3x3 Basketball",CAN,0,0,0
"3x3 Basketball",ESP,0,0,0
"3x3 Basketball",GER,0,0,0
"3x3 Basketball",ITA,0,0,0
"3x3 Basketball",LTU,0,0,0
"3x3 Basketball",MGL,0,0,0
"3x3 Basketball",ROU,0,0,0
"Aeronautics",SUI,0,0,0
"Alpinism",GER,0,0,0
"Alpinism",SUI,0,0,0
"Archery",KOR,1,0.900000000000001,0.85485
"Archery",USA,0.3337225149628,0.7,0.486317367779444
"Archery",CHN,0.343027131892627,1,0.422159639610235
"Archery",TPE,0.160719283432538,0.900000000000001,0.278264147718154
"Archery",JPN,0.186251228031212,0.800000000000001,0.277154593657443
"Archery",ITA,0.253243752859134,0.500000000000001,0.267228458214225
"Archery",MEX,0.132634539777888,0.7,0.221669928827409
"Archery",GER,0.206201770452545,0.399999999999999,0.216260616300898
"Archery",FRA,0.149402168353605,0.6,0.214539289658927
"Archery",GBR,0.0360034516962859,0.900000000000001,0.192584371315349
"Archery",UKR,0.151288417254695,0.399999999999999,0.178535142653975
"Archery",NED,0.0749552082797635,0.6,0.163394228088198
"Archery",AUS,0.0915363676801682,0.500000000000001,0.156135484596276
"Archery",IND,0,0.800000000000001,0.1492
"Archery",INA,0,0.6,0.1119
"Archery",ROC,0.0763381457018993,0.3,0.108394306097205
"Archery",TUR,0.0385575621420535,0.399999999999999,0.101089045191591
"Archery",COL,0,0.500000000000001,0.0932500000000002
"Archery",KAZ,0,0.399999999999999,0.0745999999999998
"Archery",POL,0.0376036051050097,0.2,0.0631336767071417
"Archery",CAN,0,0.3,0.05595
"Archery",ESP,0,0.3,0.05595
"Archery",MAS,0,0.3,0.05595
"Archery",SWE,0.0564054076575146,0,0.0387505150607125
"Archery",BAN,0,0.2,0.0373
"Archery",BLR,0,0.2,0.0373
"Archery",BRA,0,0.2,0.0373
"Archery",EGY,0,0.2,0.0373
"Archery",ISR,0,0.2,0.0373
"Archery",VIE,0,0.2,0.0373
"Archery",BHU,0,0.1,0.01865
"Archery",CHA,0,0.1,0.01865
"Archery",CHI,0,0.1,0.01865
"Archery",CZE,0,0.1,0.01865
"Archery",DEN,0,0.1,0.01865
"Archery",FIN,0,0.1,0.01865
"Archery",IRI,0,0.1,0.01865
"Archery",LUX,0,0.1,0.01865
"Archery",MDA,0,0.1,0.01865
"Archery",MGL,0,0.1,0.01865
"Archery",SLO,0,0.1,0.01865
"Archery",TUN,0,0.1,0.01865
"Archery",UZB,0,0.1,0.01865
"Archery",ARG,0,0,0
"Archery",ASA,0,0,0
"Archery",AUT,0,0,0
"Archery",AZE,0,0,0
"Archery",BEL,0,0,0
"Archery",BUL,0,0,0
"Archery",CAF,0,0,0
"Archery",CIV,0,0,0
"Archery",CRC,0,0,0
"Archery",CUB,0,0,0
"Archery",CYP,0,0,0
"Archery",DOM,0,0,0
"Archery",ECU,0,0,0
"Archery",ESA,0,0,0
"Archery",EST,0,0,0
"Archery",EUN,0,0,0
"Archery",FIJ,0,0,0
"Archery",FRG,0,0,0
"Archery",GEO,0,0,0
"Archery",GRE,0,0,0
"Archery",GUI,0,0,0
"Archery",GUM,0,0,0
"Archery",HKG,0,0,0
"Archery",HUN,0,0,0
"Archery",IRL,0,0,0
"Archery",IRQ,0,0,0
"Archery",ISV,0,0,0
"Archery",JOR,0,0,0
"Archery",KEN,0,0,0
"Archery",KSA,0,0,0
"Archery",LAO,0,0,0
"Archery",LBA,0,0,0
"Archery",MAR,0,0,0
"Archery",MAW,0,0,0
"Archery",MLT,0,0,0
"Archery",MON,0,0,0
"Archery",MRI,0,0,0
"Archery",MYA,0,0,0
"Archery",NEP,0,0,0
"Archery",NOR,0,0,0
"Archery",NZL,0,0,0
"Archery",PHI,0,0,0
"Archery",POR,0,0,0
"Archery",PRK,0,0,0
"Archery",PUR,0,0,0
"Archery",QAT,0,0,0
"Archery",ROU,0,0,0
"Archery",RSA,0,0,0
"Archery",RUS,0.0848158237075965,0,0
"Archery",SAM,0,0,0
"Archery",SMR,0,0,0
"Archery",SOL,0,0,0
"Archery",SUI,0,0,0
"Archery",SVK,0,0,0
"Archery",TCH,0,0,0
"Archery",TGA,0,0,0
"Archery",THA,0,0,0
"Archery",TJK,0,0,0
"Archery",UGA,0,0,0
"Archery",URS,0,0,0
"Archery",VAN,0,0,0
"Archery",VEN,0,0,0
"Archery",YUG,0,0,0
"Archery",ZIM,0,0,0
"Art Competitions",ARG,0,0,0
"Art Competitions",AUS,0,0,0
"Art Competitions",AUT,0,0,0
"Art Competitions",BEL,0,0,0
