Country,total,gold,TlLower,TlUpper,GLower,GUpper
CHN,87,35,78,96,32,39
USA,72,25,64,80,21,28
GBR,57,20,52,63,18,22
KOR,48,17,42,54,15,19
GER,43,14,37,49,12,16
MEX,40,13,35,46,11,15
JPN,29,14,24,35,12,17
RUS,29,7,25,33,6,9
POL,21,7,18,24,6,8
CUB,18,5,15,21,4,6
HUN,17,6,13,21,5,8
MAS,16,6,13,20,4,7
INA,15,6,10,20,4,7
ARG,15,4,12,19,3,6
DEN,14,5,10,18,3,6
KEN,12,5,9,16,4,7
IND,12,4,9,14,3,5
CZE,12,3,8,15,1,4
DOM,11,4,9,13,3,5
TUR,11,3,10,13,3,4
ISR,10,3,8,12,2,4
CAN,9,4,5,13,3,6
JAM,9,4,7,11,3,5
LTU,9,4,7,12,3,5
SRB,9,4,7,11,3,4
AUT,9,3,7,11,2,3
BEL,9,3,7,11,2,4
GEO,9,3,7,10,2,3
ROU,9,2,6,12,1,3
ITA,8,3,2,14,1,5
CRO,8,2,5,11,1,3
MGL,8,2,6,9,2,3
HKG,7,2,5,9,1,3
IRI,7,2,5,10,1,3
NZL,7,2,4,11,0,3
KAZ,7,1,5,10,-0,2
EST,6,2,5,6,1,2
ETH,6,2,4,7,2,3
FIN,6,2,3,8,1,2
NGR,6,2,4,8,1,3
SGP,6,2,4,7,1,3
SLO,6,2,5,7,2,2
TUN,6,2,5,7,2,2
ESP,5,2,-1,11,-1,4
EUN,5,1,3,6,1,2
TPE,5,1,2,8,-0,2
AZE,5,-0,3,7,-1,1
ALG,4,1,3,4,1,1
IRL,4,1,2,6,-0,1
RSA,4,1,1,6,-0,2
THA,4,1,2,6,0,2
BLR,4,-0,1,7,-2,1
FIJ,3,1,-0,6,0,3
GUA,3,1,2,3,1,1
KGZ,3,1,2,4,0,1
MAR,3,1,2,4,1,1
POR,3,1,1,5,-0,1
PRK,3,1,2,5,1,2
PUR,3,1,2,4,1,1
VEN,3,1,2,4,0,1
CHI,3,-0,1,4,-1,0
SWE,3,0,-1,6,-1,1
BAH,2,1,1,2,1,1
BRN,2,1,1,2,1,1
CYP,2,1,2,3,1,1
QAT,2,1,1,2,1,1
TTO,2,1,2,3,1,1
URU,2,1,1,2,0,1
ARM,2,0,1,3,-0,1
EOR,1,1,1,2,0,1
SCG,1,1,0,2,0,1
VIE,1,1,1,2,0,1
BOT,1,0,0,1,0,0
CIV,1,0,0,2,0,1
ERI,1,0,0,1,0,0
GAB,1,0,0,1,0,0
KOS,1,0,0,1,0,0
LCA,1,0,0,1,0,0
MDA,1,0,0,1,-0,0
MOZ,1,0,0,1,0,0
NAM,1,0,0,1,0,0
NIG,1,0,0,1,0,0
PAK,1,0,0,1,0,0
SEN,1,0,0,1,0,0
SEY,1,0,0,1,0,0
SVK,1,0,-0,2,-0,0
TJK,1,0,1,1,0,0
UAE,1,0,0,1,0,0
UGA,1,0,1,1,0,0
AFG,0,-0,-0,0,-0,0
AHO,-0,-0,-0,0,-0,0
AIN,-0,-0,-0,0,-0,0
ALB,-0,-0,-0,0,-0,0
AND,0,-0,-0,0,-0,0
ANG,0,0,0,1,-0,0
ANT,0,0,-0,0,-0,0
ANZ,-0,-0,-0,0,-0,0
ARU,0,0,0,1,-0,0
ASA,0,0,-0,1,-0,0
BAN,-0,-0,-1,0,-0,-0
BAR,0,0,0,1,0,0
BDI,0,0,0,1,-0,0
BEN,0,0,-0,0,-0,0
BER,0,0,-0,1,-0,0
BHU,-0,-0,-0,0,-0,-0
BIH,0,0,0,1,-0,0
BIZ,0,-0,-0,0,-0,0
BOH,-0,-0,-0,0,-0,0
BOL,0,0,-0,0,-0,0
BRU,0,-0,-0,0,-0,0
BUR,0,0,0,1,-0,0
CAF,0,-0,-0,0,-0,0
CAM,0,-0,-0,0,-0,0
CAY,0,-0,-0,0,-0,0
CGO,0,-0,-0,1,-0,0
CHA,0,-0,-0,0,-0,0
COD,0,-0,-0,1,-0,0
COK,0,-0,-0,0,-0,0
COM,0,-0,-0,0,-0,0
CRT,-0,-0,-0,0,-0,0
DJI,0,0,0,1,-0,0
DMA,0,-0,-0,0,-0,0
ESA,0,0,-0,1,-0,0
FRG,-0,-0,-0,0,-0,0
FSM,0,-0,-0,0,-0,0
GAM,0,-0,-0,0,-0,0
GBS,0,0,0,1,-0,0
GDR,-0,-0,-0,0,-0,0
GEQ,0,-0,-0,0,-0,0
GRN,0,0,0,1,0,0
GUI,0,0,-0,0,-0,0
GUM,0,-0,-0,0,-0,0
GUY,0,-0,-0,0,-0,0
HAI,0,0,0,1,-0,0
IOA,0,0,-0,1,0,0
IRQ,-0,-0,-0,0,-0,0
ISV,0,-0,-0,0,-0,0
IVB,0,-0,-0,0,-0,0
JOR,0,-0,-0,1,-0,0
KIR,0,-0,-0,0,-0,0
KSA,0,0,-0,0,-0,0
KUW,0,0,-0,1,-0,0
LAO,-0,-0,-0,0,-0,0
LBA,0,0,-0,0,-0,0
LBN,-0,-0,-0,0,-0,0
