Country,total,gold,TlLower,TlUpper,GLower,GUpper
CHN,109,42,100,118,39,45
USA,66,24,57,75,21,27
GBR,42,15,36,48,13,17
FRA,40,22,29,52,17,26
JPN,39,17,34,45,15,19
KOR,38,14,32,43,12,17
RUS,32,8,28,37,7,10
AUS,31,12,25,36,10,14
POL,21,7,18,24,6,8
CAN,18,7,15,22,6,8
BRA,18,5,14,22,4,7
MEX,17,7,12,23,5,9
CUB,17,4,14,19,3,5
MAS,16,6,13,19,5,7
INA,15,6,10,20,4,8
ARG,15,5,11,18,3,6
NZL,14,4,11,18,3,6
DEN,13,4,9,16,3,6
UKR,13,3,11,16,2,4
KEN,12,5,8,16,3,6
TUR,12,4,11,14,3,4
CZE,12,3,8,16,2,5
AUT,11,4,9,13,3,5
IND,11,4,9,14,3,5
BEL,10,3,8,11,2,4
IRI,9,3,7,12,2,3
SRB,9,3,7,11,2,4
CRO,9,2,6,12,1,4
GEO,8,3,6,10,2,3
HKG,8,3,6,10,2,3
ROU,8,2,5,12,1,3
ESP,8,1,3,14,-0,3
SUI,8,1,4,11,0,2
EGY,7,3,5,9,2,4
JAM,7,3,5,9,2,4
LTU,7,3,4,9,2,4
SLO,7,3,5,8,2,3
SGP,7,2,5,8,2,3
TUN,7,2,6,7,2,2
KAZ,7,1,5,10,0,2
AZE,7,0,4,9,-1,1
MGL,6,2,5,7,1,2
TPE,6,1,3,9,0,2
EST,5,2,4,6,1,2
ETH,5,2,3,6,1,2
GRE,5,2,4,7,1,2
NGR,5,2,3,7,1,3
EUN,5,1,4,7,1,2
FIN,5,1,3,7,0,2
NED,5,1,0,11,-0,3
BLR,5,-1,1,8,-2,0
FIJ,4,2,0,7,0,3
PRK,4,2,2,5,1,2
ALG,4,1,3,4,1,1
CHI,4,1,2,5,-0,1
THA,4,1,2,6,0,2
VEN,4,1,3,5,0,1
ARM,3,1,2,4,0,1
KGZ,3,1,2,4,0,1
MAR,3,1,3,4,1,1
PUR,3,1,3,4,1,1
IRL,3,0,1,5,-0,1
HUN,2,2,-2,6,0,3
BAH,2,1,1,2,0,1
CYP,2,1,2,2,1,1
DOM,2,1,1,4,1,2
GUA,2,1,2,3,1,1
LAT,2,1,1,4,0,2
PER,2,1,2,3,1,1
TTO,2,1,1,2,1,1
URU,2,1,1,2,0,1
COL,2,-1,-1,5,-2,0
BRN,1,1,1,2,0,1
QAT,1,1,1,2,0,1
VIE,1,1,1,2,0,1
ARU,1,0,0,1,0,0
BOT,1,0,0,1,0,0
CIV,1,0,0,2,0,1
EOR,1,0,1,2,0,1
ERI,1,0,0,1,0,0
GAB,1,0,0,1,0,0
ISR,1,-0,-1,4,-1,1
KOS,1,0,0,1,0,0
LCA,1,0,0,1,0,0
MDA,1,0,0,1,0,0
MOZ,1,0,0,1,0,0
NAM,1,0,0,1,0,0
NIG,1,0,0,1,0,0
PNG,1,0,0,1,0,0
SCG,1,0,0,2,0,1
SEN,1,0,0,1,0,0
SEY,1,0,0,1,0,0
SVK,1,-0,-1,2,-0,0
SWE,1,-0,-2,4,-1,1
TJK,1,0,0,1,0,0
UGA,1,0,1,1,0,0
UZB,1,-2,-1,3,-2,-1
AFG,0,-0,-0,0,-0,0
AHO,0,-0,-0,0,-0,0
AIN,0,-0,-0,0,-0,0
ALB,0,-0,-0,0,-0,0
AND,0,-0,-0,0,-0,0
ANG,0,0,0,1,0,0
ANT,0,0,-0,0,-0,0
ANZ,0,-0,-0,0,-0,0
ASA,0,0,0,1,-0,0
BAN,-0,-0,-1,0,-0,-0
BAR,0,0,0,1,0,0
BDI,0,0,0,1,-0,0
BEN,0,0,-0,1,-0,0
BER,0,0,0,1,-0,0
BHU,-0,-0,-0,0,-0,-0
BIH,0,0,0,1,-0,0
BIZ,0,-0,-0,0,-0,0
BOH,0,-0,-0,0,-0,0
BOL,0,0,-0,0,-0,0
BRU,0,-0,-0,0,-0,0
BUR,0,0,0,1,-0,0
CAF,0,-0,-0,0,-0,0
CAM,0,-0,-0,0,-0,0
CAY,0,-0,-0,0,-0,0
CGO,0,0,0,1,-0,0
CHA,0,-0,-0,0,-0,0
COD,0,0,0,1,-0,0
COK,0,-0,-0,0,-0,0
COM,0,-0,-0,0,-0,0
CPV,-0,-0,-1,-0,-0,-0
CRC,0,-0,-0,1,-0,0
CRT,0,-0,-0,0,-0,0
DJI,0,0,0,1,-0,0
DMA,0,-0,-0,0,-0,0
ESA,0,0,0,1,-0,0
FRG,0,-0,-0,0,-0,0
FSM,0,-0,-0,0,-0,0
GAM,0,-0,-0,0,-0,0
GBS,0,0,0,1,-0,0
GDR,0,-0,-0,0,-0,0
GEQ,0,-0,-0,0,-0,0
GRN,0,0,0,1,0,0
GUI,0,0,-0,0,-0,0
GUM,0,-0,-0,0,-0,0
GUY,0,0,-0,0,-0,0
HAI,0,0,0,1,-0,0
IOA,-0,0,-1,1,-0,0
IRQ,0,-0,-0,0,-0,0
ISV,0,-0,-0,0,-0,0
IVB,0,-0,-0,0,-0,0
JOR,0,0,0,1,-0,0
KIR,0,-0,-0,0,-0,0
KSA,0,0,-0,0,-0,0
KUW,-0,0,-0,0,-0,0
LAO,0,-0,-0,0,-0,0
LBA,0,0,-0,0,-0,0
LBN,0,-0,-0,0,-0,0
LBR,0,-0,-0,0,-0,0
LES,0,-0,-0,0,-0,0
LIB,0,-0,-0,0,-0,0
LIE,0,-0,-0,0,-0,0
LUX,0,0,0,1,-0,0
MAD,0,0,-0,1,-0,0
MAL,0,-0,-0,0,-0,0
MAW,0,-0,-0,0,-0,0
MDV,0,-0,-0,0,-0,0
MHL,0,-0,-0,0,-0,0
MKD,0,0,0,1,-0,0
MLI,0,0,0,1,-0,0
MLT,0,0,-0,0,-0,0
MON,0,0,-0,0,-0,0
MRI,0,0,0,1,-0,0
MTN,0,-0,-0,0,-0,0
MYA,0,-0,-0,0,-0,0
NBO,0,-0,-0,0,-0,0
NCA,0,-0,-0,0,-0,0
NEP,0,0,-0,0,-0,0
NFL,0,-0,-0,0,-0,0
NRU,0,-0,-0,0,-0,0
OMA,0,0,-0,0,-0,0
PAK,0,0,0,1,0,0
PAN,0,0,0,1,-0,0
PLE,0,0,-0,0,-0,0
PLW,0,-0,-0,0,-0,0
RHO,0,-0,-0,0,-0,0
ROT,0,0,0,1,-0,0
RWA,0,-0,-0,0,-0,0
SAA,0,-0,-0,0,-0,0
SAM,0,-0,-0,0,-0,0
SKN,0,0,-0,0,-0,0
SLE,0,-0,-0,0,-0,0
SMR,0,0,-0,1,-0,0
SOL,0,-0,-0,0,-0,0
SOM,0,-0,-0,0,-0,0
SRI,0,0,-0,1,-0,0
SSD,0,-0,-0,0,-0,0
STP,0,-0,-0,0,-0,0
SUD,0,0,0,1,0,0
SUR,0,-0,-0,0,-0,0
SWZ,0,-0,-0,0,-0,0
SYR,0,0,-0,1,-0,0
TAN,0,0,-0,0,-0,0
TCH,-0,-0,-0,0,-0,0
TGA,0,-0,-0,0,-0,0
TKM,0,0,-0,1,-0,0
TLS,0,-0,-0,0,-0,0
TOG,0,-0,-0,0,-0,0
TUV,0,-0,-0,0,-0,0
UAE,0,0,0,1,0,0
UAR,0,-0,-0,0,-0,0
UNK,0,-0,-0,0,-0,0
URS,0,-0,-0,0,-0,0
VAN,0,0,-0,0,-0,0
VIN,0,-0,-0,0,-0,0
VNM,0,-0,-0,0,-0,0
WIF,0,-0,-0,0,-0,0
YAR,0,-0,-0,0,-0,0
YEM,0,0,-0,0,-0,0
YMD,0,-0,-0,0,-0,0
YUG,0,-0,-0,0,-0,0
ZAM,-0,-0,-0,0,-0,-0
ZIM,0,0,-0,1,-0,0
PHI,-0,-1,-2,1,-1,-0
HON,-1,-0,-1,-0,-1,-0
ISL,-1,-0,-1,-0,-0,-0
CMR,-1,-1,-1,-0,-1,-0
GHA,-1,-1,-2,-1,-1,-1
ITA,-1,-1,-8,5,-3,2
MNE,-1,-1,-2,-1,-1,-0
PAR,-1,-1,-2,-1,-1,-1
NOR,-3,-2,-6,1,-3,-0
ROC,-3,-2,-7,2,-4,-1
BUL,-4,-3,-6,-1,-4,-2
GER,-5,-0,-13,3,-3,3
POR,-6,-2,-9,-4,-3,-1
RSA,-10,-3,-13,-8,-4,-2
ECU,-16,-5,-18,-14,-6,-5
