Country,total,gold,TlLower,TlUpper,GLower,GUpper
CHN,112,42,102,123,38,46
FRA,60,29,50,69,25,32
GBR,69,23,63,75,21,25
AUS,50,20,45,56,18,22
USA,41,20,32,51,17,24
GER,45,15,39,51,13,17
CAN,34,12,30,39,10,13
NED,31,11,27,36,10,13
KOR,23,9,17,28,7,11
RUS,30,8,25,34,6,10
ITA,28,8,23,33,6,10
HUN,21,8,16,25,6,10
JPN,8,7,1,14,4,9
ESP,23,6,17,28,4,8
POL,20,6,17,23,5,7
INA,19,6,13,25,4,9
MAS,18,6,14,22,5,8
DEN,17,6,13,22,4,7
CUB,16,5,13,19,4,6
KEN,13,5,9,17,4,7
NZL,17,4,13,20,3,6
BRA,16,4,11,20,2,6
LTU,9,4,6,12,3,5
JAM,8,4,6,10,3,5
ARG,12,3,8,16,1,4
IND,12,3,9,15,3,4
UKR,12,3,9,15,2,4
TUR,11,3,9,13,3,4
GEO,10,3,8,12,2,4
BEL,9,3,7,11,2,4
MGL,9,3,7,10,2,4
AUT,8,3,6,10,2,3
EGY,8,3,6,10,2,4
SRB,8,3,6,11,2,4
GRE,7,3,5,9,2,3
CRO,10,2,7,13,1,4
CZE,9,2,5,13,0,3
POR,9,2,7,11,2,3
ROU,9,2,5,12,1,4
EST,6,2,5,7,2,2
SLO,6,2,5,7,2,3
SWE,6,2,3,9,1,3
ETH,5,2,4,7,2,3
EUN,5,2,3,6,1,2
FIN,5,2,3,7,1,2
HKG,5,2,3,8,1,3
NGR,5,2,3,7,1,3
SGP,5,2,3,7,1,3
TUN,5,2,4,6,1,2
PRK,4,2,2,5,1,2
ROC,8,1,5,11,0,3
IRI,7,1,4,9,1,2
SUI,6,1,4,9,0,2
FIJ,4,1,1,7,0,3
IRL,4,1,2,6,0,2
RSA,4,1,2,7,-0,2
ALG,3,1,2,4,1,1
GUA,3,1,3,4,1,1
KGZ,3,1,2,4,0,1
LAT,3,1,2,4,1,2
MAR,3,1,2,3,0,1
PER,3,1,2,3,1,1
THA,3,1,1,6,-0,2
VEN,3,1,1,4,0,1
BAH,2,1,1,2,1,1
BRN,2,1,1,2,1,1
CYP,2,1,2,3,1,1
ECU,2,1,1,3,0,1
PUR,2,1,1,3,1,1
QAT,2,1,1,3,1,1
SCG,2,1,1,2,0,1
TTO,2,1,2,3,1,1
URU,2,1,1,2,0,1
VIE,2,1,1,2,0,1
EOR,1,1,1,2,0,1
KAZ,7,0,4,9,-1,1
BLR,6,-0,2,9,-2,1
AZE,4,-0,2,7,-1,1
COL,3,0,1,5,-1,1
TPE,3,0,0,6,-1,1
ARM,2,0,0,3,-0,1
ANG,1,0,0,1,0,0
BOT,1,0,0,1,0,0
CIV,1,0,0,2,-0,1
ERI,1,0,0,1,0,0
GAB,1,0,0,1,0,0
IOA,1,0,0,2,0,1
KOS,1,0,1,1,0,1
KUW,1,0,0,1,0,0
MDA,1,0,0,1,-0,0
MOZ,1,0,0,1,-0,0
NAM,1,0,0,1,-0,0
PAK,1,0,0,1,0,0
SEN,1,0,0,1,0,0
SEY,1,0,0,1,0,0
SMR,1,0,0,1,0,0
SVK,1,-0,-1,2,-1,0
TJK,1,0,1,1,0,0
UAE,1,0,1,1,0,0
UGA,1,0,0,1,0,0
AFG,0,-0,-0,0,-0,0
AHO,-0,-0,-0,0,-0,-0
AIN,-0,-0,-0,0,-0,-0
ALB,-0,-0,-0,0,-0,0
AND,-0,-0,-0,0,-0,0
ANT,0,-0,-0,0,-0,0
ANZ,-0,-0,-0,0,-0,-0
ARU,0,0,0,1,-0,0
ASA,0,0,-0,1,-0,0
BAN,-0,-0,-1,0,-0,-0
BAR,0,0,0,1,-0,0
BDI,0,0,-0,1,-0,0
BEN,0,0,-0,1,-0,0
BER,0,-0,-0,1,-0,0
BHU,-0,-0,-1,0,-0,-0
BIH,0,0,0,1,-0,0
BIZ,0,-0,-0,0,-0,0
BOH,-0,-0,-0,0,-0,-0
BOL,0,0,-0,0,-0,0
BRU,-0,-0,-0,0,-0,0
BUR,0,0,0,1,-0,0
CAF,-0,-0,-0,0,-0,0
CAM,-0,-0,-0,0,-0,0
CAY,-0,-0,-0,0,-0,0
CGO,-0,-0,-0,0,-0,0
CHA,-0,-0,-0,0,-0,0
COD,0,-0,-0,0,-0,0
COK,0,-0,-0,0,-0,0
COM,0,-0,-0,0,-0,0
CRC,0,-0,-0,0,-0,0
CRT,-0,-0,-0,0,-0,-0
DJI,0,0,0,1,-0,0
DMA,-0,-0,-0,0,-0,0
ESA,0,0,-0,1,-0,0
FRG,-0,-0,-0,0,-0,-0
FSM,-0,-0,-0,0,-0,0
GAM,-0,-0,-0,0,-0,0
GBS,0,0,0,1,-0,0
GDR,-0,-0,-0,0,-0,-0
GEQ,-0,-0,-0,0,-0,0
GRN,0,0,0,1,-0,0
GUI,0,0,-0,0,-0,0
GUM,-0,-0,-0,0,-0,0
GUY,0,-0,-0,0,-0,0
HAI,0,0,-0,1,-0,0
HON,-0,-0,-1,0,-1,-0
IRQ,-0,-0,-0,0,-0,-0
ISV,-0,-0,-0,0,-0,0
IVB,0,-0,-0,0,-0,0
JOR,0,-0,-0,0,-0,0
KIR,0,-0,-0,0,-0,0
KSA,0,0,0,1,-0,0
LAO,-0,-0,-0,0,-0,0
LBA,0,0,-0,0,-0,0
LBN,-0,-0,-0,0,-0,-0
LBR,0,-0,-0,0,-0,0
LCA,0,0,0,1,-0,0
LES,0,-0,-0,0,-0,0
LIB,-0,-0,-0,0,-0,0
LIE,-0,-0,-0,0,-0,-0
LUX,-0,-0,-1,0,-0,-0
MAD,0,0,-0,1,-0,0
MAL,-0,-0,-0,0,-0,-0
MAW,-0,-0,-0,0,-0,0
MDV,-0,-0,-0,0,-0,0
MHL,-0,-0,-0,0,-0,0
MKD,0,0,0,1,-0,0
MLI,0,-0,-0,0,-0,0
MLT,0,-0,-0,0,-0,0
MON,0,0,-0,0,-0,0
MRI,0,0,0,1,-0,0
MTN,-0,-0,-0,0,-0,0
MYA,0,-0,-0,0,-0,0
NBO,-0,-0,-0,0,-0,-0
NCA,0,-0,-0,0,-0,0
NEP,0,0,-0,0,-0,0
NFL,-0,-0,-0,0,-0,-0
NIG,0,0,0,1,0,0
NRU,-0,-0,-0,0,-0,0
OMA,0,0,-0,0,-0,0
PAN,0,0,0,1,-0,0
PLE,0,0,-0,0,-0,0
PLW,-0,-0,-0,0,-0,0
PNG,0,0,-0,1,-0,0
RHO,-0,-0,-0,0,-0,-0
ROT,0,0,0,1,-0,0
RWA,-0,-0,-0,0,-0,-0
SAA,-0,-0,-0,0,-0,-0
SAM,0,-0,-0,0,-0,0
SKN,0,-0,-0,0,-0,0
SLE,-0,-0,-0,0,-0,0
SOL,-0,-0,-0,0,-0,0
SOM,-0,-0,-0,0,-0,0
SRI,0,0,-0,1,-0,0
SSD,0,-0,-0,0,-0,0
STP,-0,-0,-0,0,-0,0
SUD,0,0,0,1,-0,0
SUR,-0,-0,-0,0,-0,0
SWZ,-0,-0,-0,0,-0,0
SYR,-0,-0,-0,0,-0,0
TAN,0,-0,-0,0,-0,0
TCH,0,0,-0,1,-0,0
TGA,-0,-0,-1,0,-0,-0
TKM,0,0,-0,1,-0,1
TLS,-0,-0,-0,0,-0,0
TOG,-0,-0,-0,0,-0,0
TUV,-0,-0,-0,0,-0,0
UAR,-0,-0,-0,0,-0,-0
UNK,-0,-0,-0,0,-0,-0
URS,-0,-0,-0,0,-0,-0
VAN,0,-0,-0,0,-0,0
VIN,-0,-0,-0,0,-0,0
VNM,-0,-0,-0,0,-0,-0
WIF,-0,-0,-0,0,-0,-0
YAR,-0,-0,-0,0,-0,-0
YEM,0,0,-0,0,-0,0
YMD,-0,-0,-0,0,-0,-0
YUG,-0,-0,-0,0,-0,-0
ZAM,0,-0,-0,0,-0,-0
ZIM,0,-0,-0,0,-0,0
CPV,-1,-0,-1,-0,-1,-0
ISL,-1,-0,-1,-0,-1,-0
MNE,-1,-0,-2,0,-1,0
CHI,2,-1,-0,3,-1,-0
CMR,-0,-1,-1,0,-1,-0
NOR,-0,-1,-4,3,-2,0
GHA,-1,-1,-1,0,-1,-0
PAR,-1,-1,-2,-0,-1,-1
PHI,-1,-1,-3,-0,-1,-0
UZB,-1,-1,-3,1,-2,-1
BUL,-4,-2,-6,-1,-3,-2
DOM,-17,-5,-20,-14,-6,-3
ISR,-18,-5,-21,-14,-6,-3
MEX,-35,-9,-43,-27,-12,-6
