Sports: Tennis Years: 8 
goldratio:0.500000 silverratio:0.300000 bronzeratio:0.200000
Country: USA  Total: 3.04/k  Gold: 350.00/k  
Country: ESP  Total: 2.89/k  Gold: 56.25/k  
Country: CZE  Total: 1.76/k  Gold: 25.00/k  
Country: RUS  Total: 1.72/k  Gold: 87.50/k  
Country: GER  Total: 1.65/k  Gold: 56.25/k  
Country: SUI  Total: 1.26/k  Gold: 87.50/k  
Country: AUS  Total: 1.05/k  Gold: 31.25/k  
Country: FRA  Total: 1.04/k  Gold: 0.00/k  
Country: CRO  Total: 1.03/k  Gold: 25.00/k  
Country: ARG  Total: 0.91/k  Gold: 0.00/k  
Country: CHI  Total: 0.85/k  Gold: 62.50/k  
Country: GBR  Total: 0.78/k  Gold: 50.00/k  
Country: ROC  Total: 0.71/k  Gold: 25.00/k  
Country: EUN  Total: 0.40/k  Gold: 0.00/k  
Country: CHN  Total: 0.37/k  Gold: 31.25/k  
Country: BEL  Total: 0.34/k  Gold: 31.25/k  
Country: SWE  Total: 0.34/k  Gold: 0.00/k  
Country: NED  Total: 0.30/k  Gold: 0.00/k  
Country: BLR  Total: 0.30/k  Gold: 25.00/k  
Country: RSA  Total: 0.30/k  Gold: 0.00/k  
Country: ROU  Total: 0.29/k  Gold: 0.00/k  
Country: SRB  Total: 0.23/k  Gold: 0.00/k  
Country: BRA  Total: 0.20/k  Gold: 0.00/k  
Country: NZL  Total: 0.20/k  Gold: 0.00/k  
Country: UKR  Total: 0.20/k  Gold: 0.00/k  
Country: IND  Total: 0.19/k  Gold: 0.00/k  
Country: JPN  Total: 0.19/k  Gold: 0.00/k  
Country: CAN  Total: 0.12/k  Gold: 31.25/k  
Country: PUR  Total: 0.10/k  Gold: 25.00/k  
Country: AIN  Total: 0.00/k  Gold: 0.00/k  
Country: ALG  Total: 0.00/k  Gold: 0.00/k  
Country: ANZ  Total: 0.00/k  Gold: 0.00/k  
Country: ARM  Total: 0.00/k  Gold: 0.00/k  
Country: AUT  Total: 0.00/k  Gold: 0.00/k  
