Country,total,gold,TlLower,TlUpper,GLower,GUpper
USA,159,56,142,176,50,63
CHN,94,37,82,106,33,42
FRA,86,31,71,102,25,37
JPN,84,24,67,102,17,31
GBR,79,20,72,87,17,23
AUS,71,24,62,80,20,28
NED,50,17,38,62,12,21
GER,48,16,41,56,13,19
ITA,40,13,34,46,10,15
KOR,36,15,31,41,13,17
CAN,34,11,29,39,9,13
BRA,32,9,24,40,6,12
UKR,27,8,15,39,3,12
ESP,20,6,14,27,4,9
BEL,15,6,11,19,4,8
POL,14,6,7,20,3,8
NZL,13,5,8,18,3,7
SUI,13,4,7,19,2,6
CUB,13,3,11,15,3,4
SWE,12,5,8,15,3,6
AUT,12,4,9,14,3,5
ARG,11,4,8,14,3,5
DEN,11,4,5,16,2,6
HUN,11,4,7,16,2,6
MAS,11,4,9,13,3,5
MAR,11,3,5,17,1,6
TUR,11,3,7,15,2,5
ROC,11,2,8,15,1,4
INA,10,6,5,14,4,7
KEN,10,4,8,13,3,5
GRE,10,3,7,13,2,4
IND,10,3,8,12,3,4
RSA,9,7,4,14,5,9
PUR,9,4,7,11,3,4
GEO,9,3,7,10,2,3
RUS,9,2,5,13,1,4
MEX,9,-1,2,15,-3,2
JAM,8,4,7,10,3,4
SLO,8,4,4,11,3,5
POR,8,3,5,12,2,5
FIN,7,3,5,10,2,3
NGR,7,3,5,8,2,4
CZE,7,2,4,10,0,3
EGY,7,2,3,11,-0,3
IRI,7,2,5,9,1,3
IRL,7,2,4,10,1,3
MGL,7,2,6,9,2,3
SRB,6,4,3,10,3,5
HKG,6,2,5,8,1,3
KAZ,6,2,2,10,0,3
ROU,6,2,2,10,0,3
THA,6,2,3,8,1,3
AZE,6,1,4,8,-0,1
ALG,5,2,4,7,1,2
ETH,5,2,4,6,2,2
LTU,5,2,3,7,2,3
SGP,5,2,4,6,1,2
TPE,5,1,2,7,-0,1
EOR,4,2,2,5,1,2
PRK,4,2,3,5,1,2
COL,4,1,-0,7,-0,3
CRO,4,1,1,6,0,2
EST,4,1,3,5,1,2
TUN,4,1,3,5,1,2
CYP,3,1,3,4,1,1
FIJ,3,1,1,6,0,2
ECU,3,0,-0,7,-1,2
KGZ,3,0,2,4,0,1
GUA,2,1,2,2,1,1
KOS,2,1,1,2,0,1
NOR,2,1,-2,6,-1,2
PER,2,1,-2,5,-0,2
TTO,2,1,1,2,0,1
UAE,2,1,1,3,1,1
ARM,2,0,0,3,-0,1
ISR,2,0,-1,5,-1,1
TJK,2,0,1,2,0,1
BAH,1,1,1,2,0,1
QAT,1,1,1,2,0,1
SCG,1,1,0,2,0,1
VEN,1,1,-0,3,0,1
BOT,1,0,1,1,0,0
BRN,1,0,1,1,0,1
BUR,1,0,0,1,0,0
CIV,1,0,0,1,0,1
ERI,1,0,-0,2,-0,1
GRN,1,0,0,1,0,0
JOR,1,0,0,1,-0,0
KSA,1,0,-0,1,0,1
KUW,1,0,0,1,0,0
LUX,1,0,-1,2,-0,1
MDA,1,0,1,2,0,1
MKD,1,0,0,1,0,0
MOZ,1,0,1,1,0,0
MRI,1,0,0,1,-0,0
NAM,1,-0,-1,3,-1,1
NIG,1,0,0,1,0,0
UGA,1,0,1,2,0,1
URU,1,0,1,2,0,1
VIE,1,0,0,1,-0,0
UZB,1,-1,-1,4,-2,0
LAT,0,1,-3,4,-1,2
AFG,0,-0,-0,1,-0,0
AHO,-0,-0,-0,0,-0,-0
ALB,0,0,0,1,-0,0
AND,-0,-0,-0,0,-0,-0
ANG,0,0,0,1,-0,0
ANT,0,0,0,1,-0,0
ANZ,-0,-0,-0,0,-0,-0
ARU,0,0,0,1,-0,0
ASA,0,0,0,0,-0,0
BAN,-0,-0,-0,0,-0,-0
BAR,0,0,-0,0,-0,0
BDI,0,0,0,0,-0,0
BEN,0,0,-0,0,-0,0
BER,0,-0,-1,1,-1,-0
BHU,-0,-0,-0,0,-0,-0
BIH,0,0,-0,0,-0,0
BIZ,-0,-0,-0,0,-0,-0
BOH,-0,-0,-0,0,-0,-0
BOL,0,-0,-0,0,-0,0
BRU,-0,-0,-0,0,-0,0
CAF,-0,-0,-0,0,-0,0
CAM,-0,-0,-0,0,-0,0
CAY,0,-0,-0,0,-0,0
CGO,-0,-0,-0,0,-0,0
CHA,-0,-0,-0,0,-0,-0
COD,0,-0,-0,0,-0,-0
COK,-0,-0,-1,0,-0,-0
COM,-0,-0,-0,0,-0,0
CPV,0,-0,-0,0,-0,-0
CRC,0,0,-2,2,-0,1
CRT,-0,-0,-0,0,-0,-0
DJI,0,0,0,1,-0,0
DMA,-0,-0,-0,0,-0,0
DOM,-0,-0,-2,2,-1,0
ESA,-0,-0,-0,0,-0,-0
EUN,-0,-0,-0,0,-0,-0
FRG,-0,-0,-0,0,-0,-0
FSM,-0,-0,-0,0,-0,-0
GAB,0,0,0,1,0,0
GAM,0,-0,-0,0,-0,0
GBS,0,0,0,1,-0,0
GDR,-0,-0,-0,0,-0,-0
GEQ,0,-0,-0,0,-0,0
GHA,0,-0,-0,0,-0,0
GUI,0,0,0,1,-0,0
GUM,0,-0,-0,0,-0,0
GUY,0,-0,-0,0,-0,0
HAI,0,-0,-0,0,-0,0
HON,-0,-0,-0,-0,-0,-0
IOA,0,-0,-0,0,-0,0
IRQ,-0,-0,-0,0,-0,-0
ISV,-0,-0,-0,0,-0,0
IVB,0,-0,-0,0,-0,0
KIR,0,0,-0,0,-0,0
LAO,-0,-0,-0,0,-0,0
LBA,-0,-0,-0,0,-0,0
LBN,0,-0,-0,0,-0,0
LBR,0,-0,-0,0,-0,0
LCA,0,0,0,1,0,0
LES,0,-0,-0,0,-0,0
LIB,-0,-0,-0,0,-0,-0
LIE,-0,-0,-0,0,-0,-0
MAD,0,0,-0,0,-0,0
MAL,-0,-0,-0,0,-0,-0
MAW,-0,-0,-0,0,-0,-0
MDV,-0,-0,-0,0,-0,0
MHL,-0,-0,-0,0,-0,0
MLI,0,-0,-0,0,-0,0
MLT,0,-0,-0,0,-0,0
MON,0,-0,-0,0,-0,0
MTN,-0,-0,-0,0,-0,0
MYA,-0,-0,-0,0,-0,-0
NBO,-0,-0,-0,0,-0,-0
NCA,0,-0,-0,0,-0,0
NEP,0,0,-0,0,-0,0
NFL,-0,-0,-0,0,-0,-0
NRU,-0,-0,-0,0,-0,-0
OMA,0,-0,-0,0,-0,0
PAK,0,0,-0,0,-0,0
PAN,0,-0,-0,1,-0,0
PLE,0,0,-0,0,-0,0
PLW,-0,-0,-0,0,-0,0
PNG,0,0,0,1,0,0
RHO,-0,-0,-0,0,-0,-0
ROT,-0,-0,-0,0,-0,-0
RWA,0,0,-1,1,-0,0
SAA,-0,-0,-0,0,-0,-0
SAM,-0,0,-1,1,-0,0
SEN,-0,-0,-1,0,-1,-0
SEY,-0,-0,-0,0,-0,0
SKN,0,-0,-0,0,-0,0
SLE,0,0,-0,0,-0,0
SMR,0,0,0,1,0,0
SOL,-0,-0,-0,0,-0,-0
SOM,-0,-0,-0,0,-0,-0
SRI,0,0,0,1,0,0
SSD,-0,-0,-0,0,-0,-0
STP,-0,-0,-1,-0,-0,0
SUD,0,-0,-0,0,-0,0
SUR,-0,-0,-0,0,-0,-0
