Country,total,gold,TlLower,TlUpper,GLower,GUpper
CHN,78,34,71,86,31,36
FRA,58,24,46,70,19,28
AUS,65,22,57,72,20,25
GBR,77,20,69,86,17,23
JPN,58,17,51,66,14,20
KOR,33,14,27,38,12,16
BRA,35,11,26,44,8,15
CAN,35,11,29,40,9,13
NED,30,11,23,37,8,14
ITA,26,8,13,38,4,13
GER,20,8,-4,44,-1,17
ESP,21,7,14,28,4,9
RSA,10,7,4,16,5,9
BEL,14,6,9,19,4,8
INA,10,6,6,15,5,8
SWE,13,5,8,17,4,7
NZL,12,5,6,18,2,7
POL,12,5,5,20,2,8
SUI,13,4,6,19,2,7
ARG,12,4,9,15,3,6
MAS,12,4,10,14,3,5
AUT,11,4,8,14,3,5
HUN,11,4,6,16,2,6
KEN,10,4,7,12,3,5
POR,9,4,6,13,2,5
SLO,7,4,4,11,2,5
ROC,13,3,9,17,1,4
CUB,12,3,10,15,2,4
RUS,11,3,7,14,1,4
GRE,10,3,7,13,1,4
IND,10,3,7,12,2,4
DEN,9,3,3,15,1,6
GEO,8,3,7,10,2,3
IRI,8,3,6,11,2,3
IRL,8,3,5,12,1,4
PUR,8,3,7,10,3,4
JAM,7,3,5,9,2,3
NGR,6,3,4,7,2,3
SRB,6,3,2,10,2,5
UKR,9,2,5,14,1,4
EGY,8,2,3,12,0,4
HKG,8,2,6,9,2,3
CZE,7,2,3,10,0,3
FIN,7,2,5,9,2,3
MGL,6,2,5,7,2,3
SGP,6,2,5,7,2,2
THA,6,2,4,9,1,3
ALG,5,2,4,7,1,2
KAZ,5,2,0,9,-0,3
PRK,5,2,4,6,1,2
COL,4,2,0,8,0,3
EOR,4,2,2,6,1,2
ETH,4,2,3,5,1,2
FIJ,4,2,2,7,1,2
LTU,4,2,2,6,1,3
AZE,6,1,4,9,0,2
CRO,5,1,2,8,0,2
TPE,5,1,2,8,-0,2
ECU,4,1,0,8,-1,2
ROU,4,1,0,8,-1,2
TUN,4,1,3,5,1,2
CYP,3,1,3,4,1,1
EST,3,1,2,4,1,2
KGZ,3,1,2,4,0,1
MAR,3,1,1,4,0,1
GUA,2,1,1,2,1,1
NOR,2,1,-3,6,-1,2
PER,2,1,-2,6,-0,2
TTO,2,1,1,2,0,1
UAE,2,1,1,2,1,1
KOS,1,1,1,2,0,1
QAT,1,1,1,2,0,1
VEN,1,1,-0,3,0,1
AIN,-0,1,-6,5,-1,3
LAT,0,1,-3,4,-1,2
MEX,8,-0,1,16,-3,3
ARM,2,0,1,3,-0,1
ISR,2,-0,-1,5,-1,1
URU,2,0,1,2,0,1
ALB,1,0,0,1,0,0
BAH,1,0,1,2,0,1
BOT,1,0,1,1,0,0
BRN,1,0,1,1,0,0
BUR,1,0,0,1,0,0
CIV,1,0,1,2,0,1
ERI,1,0,-0,2,-0,1
GRN,1,0,0,1,0,0
JOR,1,0,0,1,-0,0
KSA,1,0,0,1,0,1
LCA,1,0,0,1,0,0
LUX,1,0,-0,3,-0,1
MDA,1,0,1,2,0,1
MKD,1,0,0,1,0,0
MOZ,1,0,1,1,0,0
MRI,1,0,0,1,0,0
NAM,1,-0,-1,3,-1,1
NIG,1,0,0,1,0,0
PNG,1,0,0,1,0,0
RWA,1,0,-0,2,-0,1
SCG,1,0,0,2,0,1
SRI,1,0,0,1,0,0
TJK,1,0,1,2,0,1
UGA,1,0,1,1,0,0
AFG,0,0,-0,1,-0,0
AHO,-0,-0,-0,0,-0,0
AND,0,-0,-0,0,-0,0
ANG,0,0,0,1,-0,0
ANT,0,0,0,1,-0,0
ANZ,-0,-0,-0,0,-0,0
ARU,0,0,0,1,-0,0
ASA,0,0,0,1,-0,0
BAN,-0,-0,-1,0,-0,-0
BAR,0,0,0,0,-0,0
BDI,0,0,0,1,-0,0
BEN,0,0,0,0,-0,0
BER,0,-0,-1,1,-0,0
BHU,-0,-0,-0,0,-0,-0
BIH,0,0,-0,0,-0,0
BIZ,0,-0,-0,0,-0,0
BOH,-0,-0,-0,0,-0,0
BOL,0,-0,-0,0,-0,0
BRU,0,-0,-0,0,-0,0
CAF,0,-0,-0,0,-0,0
CAM,0,-0,-0,0,-0,0
CAY,0,-0,-0,0,-0,0
CGO,0,-0,-0,0,-0,0
CHA,-0,-0,-0,0,-0,-0
CHI,0,-0,-1,2,-1,0
COD,0,-0,-0,0,-0,-0
COK,-0,-0,-1,0,-0,0
COM,0,-0,-0,0,-0,0
CPV,0,-0,-0,0,-0,-0
CRC,0,0,-1,2,-0,1
CRT,-0,-0,-0,0,-0,0
DJI,0,0,0,1,-0,0
DMA,0,-0,-0,0,-0,0
DOM,0,-0,-2,2,-1,0
ESA,0,-0,-0,0,-0,0
EUN,-0,-0,-0,0,-0,0
FRG,-0,-0,-0,0,-0,0
FSM,0,-0,-0,0,-0,0
GAB,0,0,0,1,0,0
GAM,0,-0,-0,0,-0,0
GBS,0,0,0,1,-0,0
GDR,-0,-0,-0,0,-0,0
GEQ,0,-0,-0,0,-0,0
GHA,0,-0,-0,1,-0,0
GUI,0,0,0,1,-0,0
GUM,0,0,-0,0,-0,0
GUY,0,-0,-0,0,-0,0
HAI,0,0,-0,0,-0,0
HON,-0,-0,-0,0,-0,-0
IOA,0,-0,-0,0,-0,0
IRQ,-0,-0,-0,0,-0,-0
ISV,0,-0,-0,0,-0,0
IVB,0,-0,-0,0,-0,0
KIR,0,0,-0,0,-0,0
KUW,0,0,-0,1,0,0
LAO,0,-0,-0,0,-0,0
LBA,0,-0,-0,0,-0,0
LBN,0,-0,-0,0,-0,0
LBR,0,-0,-0,0,-0,0
LES,0,-0,-0,0,-0,0
LIB,-0,-0,-0,0,-0,0
LIE,0,-0,-0,0,-0,0
MAD,0,0,-0,1,-0,0
MAL,-0,-0,-0,0,-0,0
MAW,0,-0,-0,0,-0,0
MDV,0,-0,-0,0,-0,0
MHL,0,-0,-0,0,-0,0
MLI,0,0,-0,0,-0,0
MLT,0,-0,-0,0,-0,0
MON,0,0,-0,0,-0,0
MTN,0,-0,-0,0,-0,0
MYA,-0,-0,-0,0,-0,0
NBO,-0,-0,-0,0,-0,0
NCA,0,-0,-0,0,-0,0
NEP,0,0,-0,0,-0,0
NFL,-0,-0,-0,0,-0,0
NRU,0,-0,-0,0,-0,0
OMA,0,-0,-0,0,-0,0
PAK,0,0,-0,0,-0,0
PAN,0,0,-0,1,-0,0
PLE,0,0,-0,0,-0,0
PLW,0,-0,-0,0,-0,0
RHO,-0,-0,-0,0,-0,0
ROT,-0,-0,-0,0,-0,0
SAA,-0,-0,-0,0,-0,0
SAM,-0,0,-1,1,-0,0
