Country,total,gold,TlLower,TlUpper,GLower,GUpper
USA,165,56,141,189,46,65
CHN,103,38,85,120,31,44
FRA,92,29,69,114,21,38
JPN,101,25,76,126,16,35
AUS,80,25,67,93,20,30
GBR,77,20,67,88,16,24
NED,54,14,37,71,7,20
GER,49,12,39,60,8,16
CAN,38,12,31,45,9,15
BRA,33,12,22,44,7,16
KOR,29,12,22,36,10,15
ITA,41,11,32,50,8,15
UKR,35,7,18,52,1,14
ESP,20,6,11,29,3,10
SWE,13,6,7,18,3,8
INA,9,6,4,15,4,8
ROC,18,5,14,23,4,7
RUS,17,5,13,21,3,6
IRL,14,5,9,18,3,7
MAS,14,5,11,16,4,6
RSA,6,5,-1,14,3,8
BEL,12,4,6,18,2,7
AUT,11,4,7,14,2,5
POL,11,4,1,20,1,8
POR,11,4,6,16,3,6
NZL,9,4,1,16,1,6
SLO,7,4,2,12,2,5
MAR,15,3,6,24,-0,7
CUB,12,3,9,14,2,4
SUI,10,3,2,18,-0,6
ARG,9,3,5,12,2,5
GRE,9,3,5,13,1,4
HKG,9,3,7,11,2,4
KEN,9,3,6,12,2,4
COL,8,3,3,13,1,5
DEN,8,3,1,16,0,6
FIJ,6,3,3,9,1,4
THA,6,3,3,10,2,4
TUR,13,2,7,19,-0,4
AZE,8,2,6,11,1,3
EGY,8,2,2,13,0,5
GEO,8,2,7,10,2,3
TPE,8,2,5,12,1,3
IRI,7,2,4,9,1,3
ALG,6,2,4,8,1,3
HUN,6,2,-0,12,-0,5
IND,6,2,3,8,1,3
MGL,6,2,5,8,1,2
PRK,6,2,5,7,2,3
PUR,6,2,4,8,1,3
SGP,6,2,5,8,2,3
CRO,5,2,2,8,0,3
ECU,5,2,-0,10,-0,3
FIN,5,2,2,8,1,3
JAM,5,2,3,7,1,2
SRB,3,2,-2,8,0,4
AIN,2,2,-5,9,-1,4
MEX,13,1,3,23,-2,5
ISR,8,1,4,12,-0,3
UZB,5,1,2,8,-1,2
CZE,4,1,-0,8,-1,2
EST,4,1,2,5,1,2
TUN,4,1,3,5,1,2
ARM,3,1,1,4,-0,1
EOR,3,1,1,5,1,2
ETH,3,1,2,4,1,1
KGZ,3,1,2,5,0,1
VEN,3,1,1,5,0,2
