Country,total,gold,TlLower,TlUpper,GLower,GUpper
USA,152,17,113,191,2,32
CHN,102,39,87,117,33,45
JPN,94,24,72,116,16,33
FRA,90,30,70,109,22,37
GBR,80,21,70,89,17,25
AUS,77,25,65,88,20,29
NED,50,14,35,65,8,19
GER,49,13,40,59,9,16
ITA,40,11,32,47,8,14
BRA,35,11,25,45,7,15
CAN,34,11,28,41,8,13
UKR,32,7,17,47,1,13
KOR,31,14,25,38,11,16
ESP,21,6,13,28,4,9
RUS,16,5,12,20,3,6
ROC,15,4,11,20,2,5
MAS,13,5,10,15,4,6
SWE,13,5,8,18,3,7
CUB,13,4,10,15,3,4
MAR,13,3,5,21,-0,6
BEL,12,5,7,17,3,7
POL,12,5,4,21,2,8
TUR,12,2,6,17,-1,4
ARG,11,4,7,14,3,5
AUT,11,4,7,14,3,5
POR,11,4,7,15,3,6
MEX,11,1,2,20,-3,4
INA,10,7,5,16,5,9
KEN,10,4,8,13,3,5
NZL,10,4,3,16,1,6
GRE,10,3,6,13,1,4
IRL,10,3,6,14,2,5
SUI,10,3,3,17,0,6
DEN,9,3,3,16,1,6
HUN,9,3,3,14,1,5
IND,9,3,7,11,2,4
RSA,8,6,2,14,4,9
GEO,8,3,6,10,2,3
HKG,8,3,7,10,2,3
CZE,8,2,4,11,1,3
EGY,8,2,3,13,0,4
SLO,7,4,3,12,2,5
JAM,7,3,5,9,2,3
PUR,7,3,5,9,2,4
IRI,7,2,4,9,1,3
AZE,7,1,4,9,0,2
TPE,7,1,4,10,0,3
THA,6,3,3,9,1,4
ALG,6,2,4,8,1,3
FIN,6,2,3,8,1,3
MGL,6,2,5,8,2,3
SGP,6,2,5,7,2,3
COL,5,2,0,9,0,4
CRO,5,2,3,8,1,3
FIJ,5,2,2,8,1,3
PRK,5,2,4,6,2,2
ECU,5,1,0,9,-0,3
ISR,5,1,2,9,-0,2
ETH,4,2,3,5,1,2
KAZ,4,2,-1,9,-0,3
ROU,4,1,-1,8,-1,2
TUN,4,1,3,5,1,2
NGR,3,2,2,5,1,2
SRB,3,2,-1,8,1,4
CYP,3,1,2,3,1,1
EOR,3,1,1,5,1,2
EST,3,1,2,5,1,2
KGZ,3,1,2,4,0,1
UZB,3,-0,1,6,-1,1
AIN,2,2,-4,8,-1,4
LTU,2,1,-1,4,0,2
LUX,2,1,0,3,-0,1
UAE,2,1,1,3,1,1
VEN,2,1,-0,4,0,2
ARM,2,0,1,3,-0,1
NAM,2,-0,-1,4,-1,1
TJK,2,0,1,2,0,1
TTO,2,0,1,2,0,1
URU,2,0,1,2,0,1
ERI,1,1,-0,3,-0,1
GUA,1,1,1,2,0,1
KOS,1,1,1,2,0,1
PER,1,1,-3,5,-1,2
QAT,1,1,1,2,0,1
ALB,1,0,0,1,0,0
BAH,1,0,1,2,0,1
BOT,1,0,1,1,0,0
BRN,1,0,1,1,0,1
BUR,1,0,0,1,0,1
CHI,1,-0,-1,2,-1,1
