Country,total,gold,TlLower,TlUpper,GLower,GUpper
USA,164,54,141,186,45,63
CHN,102,38,86,118,32,44
FRA,88,29,68,109,21,36
AUS,78,25,66,90,20,30
JPN,95,24,72,118,15,33
GBR,78,20,68,88,16,24
NED,51,13,36,67,7,19
GER,50,13,41,60,9,16
KOR,30,13,24,37,10,16
BRA,35,12,25,46,8,16
ITA,39,11,31,48,8,14
CAN,36,11,29,42,9,14
UKR,32,7,17,48,1,13
ESP,21,7,13,29,4,10
SWE,13,6,8,18,4,8
INA,10,6,5,15,4,8
RSA,7,6,1,14,3,8
ROC,17,5,13,22,3,6
RUS,17,5,13,20,3,6
MAS,13,5,11,15,4,6
BEL,12,4,6,17,2,7
IRL,12,4,8,16,3,6
POL,11,4,2,20,1,8
POR,11,4,6,15,3,6
ARG,10,4,7,14,3,5
AUT,10,4,7,14,3,5
NZL,10,4,3,17,2,7
SLO,7,4,3,12,2,5
MAR,14,3,5,22,-0,6
CUB,12,3,10,15,3,4
GRE,10,3,6,13,1,4
SUI,10,3,3,18,0,6
HKG,9,3,7,11,2,4
KEN,9,3,6,12,2,4
DEN,8,3,1,15,0,6
GEO,8,3,7,10,2,3
IND,8,3,5,10,2,4
HUN,7,3,1,13,1,5
COL,6,3,1,11,1,4
THA,6,3,3,9,2,4
TUR,12,2,6,18,-1,4
AZE,8,2,5,10,1,2
EGY,8,2,3,13,0,4
CRO,7,2,4,9,1,3
MGL,7,2,5,8,2,3
TPE,7,2,4,10,1,3
ALG,6,2,4,8,1,3
FIJ,6,2,3,9,1,3
IRI,6,2,4,9,1,3
PRK,6,2,5,7,2,3
PUR,6,2,4,8,2,3
SGP,6,2,5,7,2,3
FIN,5,2,3,8,1,3
JAM,5,2,4,7,1,2
KAZ,3,2,-1,8,-0,3
NGR,3,2,1,4,1,2
AIN,2,2,-4,9,-1,4
SRB,2,2,-2,7,0,4
MEX,11,1,2,20,-3,4
ISR,7,1,3,10,-0,3
CZE,6,1,2,10,-0,3
ECU,4,1,-1,8,-0,3
EST,4,1,2,5,1,2
ROU,4,1,-0,9,-1,2
TUN,4,1,3,5,1,2
CYP,3,1,2,3,1,1
EOR,3,1,1,5,1,2
ETH,3,1,2,4,1,1
KGZ,3,1,2,4,0,1
ARM,2,1,1,3,0,1
KOS,2,1,1,2,0,1
LUX,2,1,0,4,-0,1
TJK,2,1,2,3,0,1
UAE,2,1,1,3,1,1
URU,2,1,1,2,0,1
VEN,2,1,0,5,0,2
CRC,1,1,-1,3,-0,1
ERI,1,1,-0,3,-0,1
PER,1,1,-3,5,-1,2
QAT,1,1,1,2,0,1
LAT,0,1,-4,5,-1,3
LTU,-0,1,-2,2,-0,1
UZB,5,0,2,7,-1,1
ALB,1,0,1,1,0,0
ANG,1,0,0,1,0,0
ANT,1,0,0,1,0,0
ASA,1,0,0,1,0,0
BAH,1,0,1,2,0,1
BDI,1,0,0,1,0,0
BEN,1,0,0,1,0,0
BIH,1,0,0,1,0,0
BOT,1,0,1,1,0,0
BRN,1,0,1,1,0,0
BUR,1,0,0,2,0,1
CHI,1,0,-0,3,-0,1
CIV,1,0,0,1,-0,0
CPV,1,0,0,1,-0,0
DJI,1,0,0,1,0,0
DOM,1,-0,-2,3,-1,1
GAB,1,0,0,1,0,0
GBS,1,0,0,1,0,0
GHA,1,0,0,1,0,0
GRN,1,0,0,1,0,0
GUA,1,0,0,1,0,1
GUI,1,0,0,1,0,0
HAI,1,0,0,1,0,0
JOR,1,0,0,1,-0,0
KSA,1,0,0,2,0,1
LBN,1,0,0,1,0,0
LCA,1,0,0,1,0,0
MAD,1,0,0,1,0,0
MDA,1,0,1,2,0,1
MKD,1,0,0,1,0,0
MOZ,1,0,1,1,0,0
MRI,1,0,1,2,0,1
NAM,1,-0,-1,4,-1,1
NIG,1,0,0,1,0,0
NOR,1,0,-4,6,-2,2
PAN,1,0,0,1,0,0
PLE,1,0,0,1,0,0
PNG,1,0,0,1,0,0
RWA,1,0,-0,2,-0,1
SLE,1,0,0,1,0,0
SRI,1,0,1,1,0,0
SYR,1,0,0,1,0,0
TKM,1,0,0,1,0,1
TTO,1,0,1,2,0,1
UGA,1,0,1,2,0,0
VAN,1,0,0,1,0,0
VIE,1,0,-0,1,-0,0
ZIM,1,0,1,1,0,0
AFG,0,0,-0,1,-0,0
AHO,0,0,-0,0,-0,0
AND,0,0,-0,0,-0,0
ANZ,0,0,-0,0,-0,0
ARU,0,0,0,1,0,0
BAN,0,0,0,1,-0,0
BAR,0,0,0,1,0,0
BER,0,-0,-0,1,-0,0
BHU,0,-0,-0,1,-0,0
BIZ,0,0,-0,0,-0,0
BOH,0,0,-0,0,-0,0
BOL,0,0,0,1,0,0
BRU,0,0,0,1,-0,0
CAF,0,0,0,1,-0,0
CAM,0,0,0,1,-0,0
CAY,0,0,0,1,0,0
CGO,0,0,0,1,-0,0
CHA,0,-0,0,1,-0,0
CMR,-0,-0,-1,-0,-0,-0
COD,0,0,0,1,-0,0
COK,-0,-0,-0,0,-0,0
COM,0,0,0,1,-0,0
CRT,0,0,-0,0,-0,0
DMA,0,0,0,1,-0,0
ESA,0,0,0,1,-0,0
EUN,0,0,-0,0,-0,0
FRG,0,0,-0,0,-0,0
FSM,0,0,0,1,-0,0
GAM,0,0,0,1,-0,0
GDR,0,0,-0,0,-0,0
GEQ,0,0,0,1,-0,0
GUM,0,0,0,1,0,0
GUY,0,0,0,1,0,0
HON,0,-0,-0,0,-0,0
IOA,0,0,-0,0,-0,0
IRQ,0,-0,-0,0,-0,0
ISL,-0,-0,-1,-0,-0,-0
ISV,0,0,0,1,-0,0
IVB,0,0,0,0,-0,0
KIR,0,0,0,1,0,0
KUW,-0,0,-1,0,-0,0
LAO,0,0,0,1,-0,0
LBA,0,0,0,1,-0,0
LBR,0,0,0,1,-0,0
LES,0,0,0,0,-0,0
LIB,0,0,-0,0,-0,0
LIE,0,0,0,0,-0,0
MAL,0,0,-0,0,-0,0
MAW,0,0,0,1,-0,0
MDV,0,0,0,1,-0,0
MHL,0,0,0,1,-0,0
MLI,0,0,0,1,-0,0
MLT,0,0,0,1,-0,0
MNE,-0,-0,-1,0,-0,0
MON,0,0,0,1,0,0
MTN,0,0,0,0,-0,0
MYA,0,0,-0,0,-0,0
NBO,0,0,-0,0,-0,0
NCA,0,0,0,1,-0,0
NEP,0,0,0,1,0,0
NFL,0,0,-0,0,-0,0
NRU,0,0,-0,0,-0,0
OMA,0,0,-0,0,-0,0
PAK,0,0,-0,0,-0,0
PLW,0,0,0,1,-0,0
RHO,0,0,-0,0,-0,0
ROT,0,0,-0,0,-0,0
SAA,0,0,-0,0,-0,0
SAM,-0,0,-1,1,-0,0
SCG,0,0,-0,1,0,1
SEN,0,-0,-0,1,-0,0
SEY,0,0,0,1,-0,0
SKN,0,0,0,0,-0,0
SMR,0,0,-0,0,-0,0
SOL,0,0,0,0,-0,0
SOM,0,0,-0,0,-0,0
SSD,0,0,-0,0,-0,0
STP,-0,-0,-1,0,-0,0
SUD,0,0,0,1,0,0
SUR,0,0,0,1,-0,0
SWZ,0,0,0,1,-0,0
TAN,0,0,0,1,-0,0
TCH,0,0,-0,0,-0,0
TGA,0,0,0,1,-0,0
TLS,0,0,0,1,-0,0
TOG,0,0,0,1,-0,0
TUV,0,0,0,0,-0,0
UAR,0,0,-0,0,-0,0
UNK,0,0,-0,0,-0,0
URS,0,0,-0,0,-0,0
VIN,0,0,0,1,-0,0
VNM,0,0,-0,0,-0,0
WIF,0,0,-0,0,-0,0
YAR,0,0,-0,0,-0,0
YEM,0,0,0,1,0,0
YMD,0,0,-0,0,-0,0
YUG,0,0,-0,0,-0,0
ZAM,0,-0,-0,0,-0,0
PAR,-1,-0,-1,-1,-1,-0
SVK,-1,-0,-3,2,-1,1
PHI,-1,-1,-3,1,-2,-0
BLR,-2,-1,-5,2,-2,0
BUL,-1,-2,-3,1,-2,-1
