Country,total,gold,TlLower,TlUpper,GLower,GUpper
USA,165,57,141,190,47,66
CHN,108,41,91,126,34,47
FRA,85,28,63,107,19,36
AUS,79,25,65,92,20,30
JPN,94,24,69,119,14,33
GBR,78,20,67,89,16,25
BRA,39,15,25,53,9,20
GER,51,14,40,61,10,18
NED,52,13,35,68,7,20
KOR,29,12,22,37,10,15
ITA,39,11,31,48,8,15
CAN,35,11,27,42,8,14
INA,11,7,5,17,4,9
UKR,31,6,14,48,-0,13
ESP,19,6,10,28,2,9
SWE,12,6,7,18,3,8
RSA,6,6,-1,14,3,8
RUS,19,5,14,23,3,7
ROC,15,5,10,20,3,6
MAS,13,5,10,16,4,6
CUB,14,4,12,17,3,5
IRL,12,4,8,17,3,6
BEL,11,4,5,17,2,6
POL,11,4,1,20,0,8
ARG,10,4,7,14,3,5
NZL,10,4,3,18,1,7
POR,10,4,5,15,2,6
SLO,8,4,4,13,2,6
MAR,13,3,4,22,-1,6
SUI,11,3,2,19,0,7
AUT,10,3,6,14,2,5
GRE,10,3,6,14,1,4
DEN,9,3,1,16,0,6
GEO,9,3,7,11,2,3
HKG,9,3,7,11,2,4
COL,8,3,3,13,1,5
KEN,8,3,5,11,2,4
PRK,7,3,6,9,2,3
FIJ,6,3,3,9,2,4
MEX,15,2,5,25,-2,6
TUR,12,2,6,18,0,5
TPE,9,2,5,12,1,3
AZE,8,2,6,11,1,3
IRI,7,2,4,10,1,3
SGP,7,2,6,8,2,3
ALG,6,2,4,8,1,3
CRO,6,2,3,9,1,3
EGY,6,2,1,12,-0,4
MGL,6,2,5,8,1,2
THA,6,2,3,9,1,4
ECU,5,2,-0,10,-0,3
HUN,5,2,-2,11,-1,4
IND,5,2,3,8,1,3
PUR,5,2,3,7,1,2
AIN,2,2,-5,9,-1,4
ISR,7,1,3,11,-0,3
UZB,6,1,3,9,-0,2
EST,4,1,2,5,1,2
JAM,4,1,2,6,1,2
KGZ,4,1,2,5,0,1
TUN,4,1,3,5,1,2
ARM,3,1,2,5,0,1
CYP,3,1,2,3,1,1
EOR,3,1,1,5,1,2
FIN,3,1,1,6,0,2
KAZ,3,1,-2,8,-1,3
LUX,3,1,1,5,0,2
VEN,3,1,1,5,0,2
ERI,2,1,0,4,0,2
ETH,2,1,1,4,0,1
KOS,2,1,1,2,0,1
MRI,2,1,1,2,0,1
NOR,2,1,-4,7,-1,3
RWA,2,1,0,3,0,1
TJK,2,1,2,3,0,1
UAE,2,1,1,3,1,1
URU,2,1,1,2,0,1
CRC,1,1,-1,3,-0,2
KSA,1,1,0,2,0,1
LAT,1,1,-4,5,-1,3
NGR,1,1,-1,2,0,1
QAT,1,1,1,2,0,1
SRB,1,1,-4,6,-1,3
PER,0,1,-4,5,-1,2
CZE,4,0,-1,8,-1,2
ROU,4,0,-1,9,-2,2
CHI,2,0,0,3,-0,1
DOM,2,0,-1,4,-1,1
NAM,2,0,-1,5,-1,1
AFG,1,0,0,2,0,1
ALB,1,0,1,1,0,0
ANG,1,0,0,1,0,0
ANT,1,0,1,1,0,0
ARU,1,0,0,1,0,0
ASA,1,0,1,1,0,0
BAH,1,0,1,2,0,0
BAN,1,0,1,1,0,0
BAR,1,0,0,1,0,0
BDI,1,0,0,1,0,0
BEN,1,0,1,1,0,0
BER,1,0,0,2,-0,0
BHU,1,0,0,1,0,0
BIH,1,0,0,1,0,0
BOL,1,0,0,1,0,0
BOT,1,0,1,1,0,0
BRN,1,0,1,2,0,0
BRU,1,0,0,1,0,0
BUR,1,0,1,2,0,1
CAF,1,0,0,1,0,0
CAM,1,0,0,1,0,0
CAY,1,0,0,1,0,0
CGO,1,0,0,1,0,0
CHA,1,0,0,1,0,0
CIV,1,0,0,1,-0,0
COD,1,0,1,1,0,0
COM,1,0,0,1,0,0
CPV,1,0,1,1,0,0
DJI,1,0,1,1,0,0
DMA,1,0,0,1,0,0
ESA,1,0,0,1,0,0
FSM,1,0,0,1,0,0
GAB,1,0,1,1,0,0
GAM,1,0,0,1,0,0
GBS,1,0,0,1,0,0
GEQ,1,0,0,1,0,0
GHA,1,0,1,1,0,0
GRN,1,0,1,1,0,0
GUI,1,0,1,1,0,0
GUM,1,0,0,1,0,0
GUY,1,0,0,1,0,0
HAI,1,0,1,1,0,0
ISV,1,0,0,1,0,0
IVB,1,0,0,1,0,0
JOR,1,0,0,2,0,0
KIR,1,0,0,1,0,0
LAO,1,0,0,1,0,0
LBA,1,0,0,1,0,0
LBN,1,0,1,1,0,0
LBR,1,0,0,1,0,0
LCA,1,0,1,1,0,0
LES,1,0,0,1,0,0
LIE,1,0,0,1,0,0
MAD,1,0,1,1,0,0
MAW,1,0,0,1,0,0
MDA,1,0,1,2,0,1
MDV,1,0,0,1,0,0
MHL,1,0,0,1,0,0
MKD,1,0,1,1,0,0
MLI,1,0,0,1,0,0
MLT,1,0,0,1,0,0
MON,1,0,0,1,0,0
MOZ,1,0,1,2,0,0
NCA,1,0,0,1,0,0
