Country,total,gold,TlLower,TlUpper,GLower,GUpper
USA,129,34,99,159,19,49
CHN,76,28,67,84,24,32
AUS,70,37,60,81,32,42
GBR,63,5,55,72,1,10
JPN,46,8,37,55,4,13
FRA,39,21,24,55,13,29
NED,34,11,24,44,6,16
ITA,33,5,24,41,1,9
KOR,32,10,28,36,8,13
BRA,30,22,10,49,13,32
CAN,28,9,21,35,6,13
ESP,22,12,15,28,9,16
SWE,19,9,15,23,7,11
GRE,14,4,12,16,3,5
GER,14,1,3,25,-5,6
ROU,14,1,10,18,-1,3
UKR,13,-1,9,17,-3,1
HUN,13,-2,8,18,-5,-0
IND,12,4,10,14,3,5
FIN,10,3,8,12,2,4
IRL,9,5,5,13,3,7
PUR,9,5,7,11,4,6
TUR,9,2,6,12,1,3
SUI,8,1,1,14,-3,4
BEL,8,-1,-1,16,-6,3
POR,7,7,4,10,5,8
AZE,7,2,5,9,2,3
CRO,7,1,4,10,-0,3
CUB,7,1,5,10,-1,2
IRI,7,1,6,9,0,2
MEX,7,-1,2,11,-4,1
NZL,7,-1,-2,15,-5,3
RSA,6,1,3,10,-1,3
ARM,6,-0,4,8,-1,1
GEO,6,0,4,7,-1,1
ALG,5,3,4,6,2,3
CYP,5,2,4,6,1,2
ROC,5,2,2,8,1,3
KEN,5,1,4,7,0,2
UZB,5,1,3,6,-0,2
PRK,5,0,3,6,-0,1
ISR,4,3,2,7,2,4
NGR,4,3,3,6,2,3
SGP,4,2,3,5,1,2
FIJ,4,1,2,6,0,2
JAM,4,1,3,6,0,2
KGZ,4,1,3,5,0,1
DEN,4,0,-2,10,-3,3
THA,4,0,2,7,-1,2
EST,3,2,3,4,2,2
HKG,3,2,1,4,1,3
MAR,3,2,2,4,1,2
SLO,3,2,0,6,0,3
ECU,3,1,1,5,-0,2
ETH,3,1,2,4,0,1
MAS,3,1,2,5,0,2
MGL,3,1,1,4,-0,1
TUN,3,1,2,5,0,1
AUT,3,-0,-0,6,-2,2
INA,3,0,-0,6,-1,2
VIE,3,0,2,3,0,1
