Country,total,gold,TlLower,TlUpper,GLower,GUpper
USA,144,46,127,161,40,53
CHN,97,37,85,109,32,42
JPN,79,21,64,95,15,28
AUS,65,21,56,74,17,24
FRA,65,21,51,80,15,27
GBR,80,20,73,87,17,22
NED,52,17,42,62,13,21
KOR,39,16,35,43,14,17
GER,39,13,33,45,10,15
ITA,38,12,33,43,10,14
CAN,26,8,22,30,7,10
NZL,17,7,12,21,5,8
UKR,30,6,19,40,2,10
BEL,13,6,9,17,5,8
RSA,7,6,3,11,4,7
HUN,15,5,11,19,3,6
GRE,15,4,13,17,3,5
CUB,12,4,10,14,3,5
SWE,12,4,9,15,3,6
AUT,11,4,9,14,4,5
DEN,10,4,6,15,2,6
KEN,10,4,8,12,3,5
SUI,10,4,5,15,2,6
SLO,9,4,6,11,3,5
JAM,7,4,6,9,3,4
SRB,7,4,4,11,3,6
INA,6,4,3,10,3,6
BRA,19,3,7,30,-2,7
ESP,12,3,6,17,1,5
POL,11,3,5,16,1,6
TUR,11,3,7,14,2,4
IND,10,3,8,12,3,4
CRO,9,3,6,11,2,4
GEO,9,3,8,11,2,3
MGL,8,3,7,10,3,4
ROU,8,3,5,12,1,4
COL,5,3,1,9,1,4
POR,5,3,2,8,1,4
MAR,11,2,6,16,0,4
FIN,8,2,6,10,2,3
KAZ,7,2,4,10,1,3
MAS,7,2,5,9,2,3
PRK,6,2,4,7,2,3
ARG,5,2,2,8,1,3
ISR,5,2,2,7,1,3
LTU,5,2,4,7,1,3
NGR,5,2,4,7,2,3
PUR,5,2,3,6,1,3
THA,5,2,3,8,1,3
TPE,5,2,3,7,1,2
ETH,4,2,4,5,2,2
RUS,4,2,1,8,1,4
SGP,4,2,3,5,1,2
EOR,3,2,2,5,1,2
MEX,9,1,4,15,-1,3
IRI,6,1,4,8,0,2
ROC,6,1,3,9,-0,2
AZE,5,1,3,7,-0,1
ALG,4,1,3,5,1,2
CYP,4,1,4,5,1,1
FIJ,4,1,2,6,0,2
IRL,4,1,1,7,0,2
UZB,4,1,2,6,-0,1
ECU,3,1,0,6,-0,2
EGY,3,1,-0,6,-1,2
EST,3,1,2,4,1,1
HKG,3,1,1,4,1,2
SCG,3,1,2,4,1,2
TUN,3,1,2,3,0,1
GUA,2,1,2,3,1,1
KOS,2,1,1,2,1,1
KUW,2,1,2,3,1,1
MDA,2,1,2,3,0,1
SVK,2,1,0,4,0,1
TJK,2,1,1,2,0,1
UAE,2,1,1,2,1,1
VIE,2,1,1,2,0,1
DOM,1,1,-1,3,-0,1
TTO,1,1,1,2,0,1
VEN,1,1,-0,2,0,1
LAT,-0,1,-3,3,-0,2
ARM,3,0,1,4,-0,1
KGZ,2,-0,1,3,-1,0
NAM,2,-0,-0,3,-1,0
BAH,1,0,1,1,0,1
BOT,1,0,0,1,0,0
BRN,1,0,1,1,0,1
BUR,1,0,0,1,-0,0
CIV,1,0,0,1,0,0
