Country,total,gold,TlLower,TlUpper,GLower,GUpper
USA,173,45,81,265,10,79
CHN,99,40,85,112,34,45
FRA,81,29,63,98,23,36
JPN,79,22,59,99,15,30
GBR,78,21,70,87,17,24
AUS,74,25,64,85,21,29
BRA,50,17,38,61,12,21
GER,49,16,41,57,13,19
NED,48,15,34,61,10,20
ITA,38,12,32,45,9,14
KOR,33,14,27,39,12,16
CAN,32,10,26,38,8,12
UKR,25,6,11,38,1,11
ESP,22,7,15,29,4,9
SUI,15,5,9,22,3,8
SWE,14,6,9,18,4,7
BEL,14,5,9,18,4,7
CUB,14,4,12,17,3,5
ARG,13,5,10,17,4,6
NZL,13,5,7,19,3,7
INA,11,6,6,16,5,8
AUT,11,4,8,14,3,5
HUN,11,4,6,16,2,6
MAS,11,4,9,14,3,5
TUR,11,3,6,15,1,5
ROC,11,2,7,15,1,4
RSA,10,7,5,16,5,9
POL,10,4,3,18,1,7
MAR,10,3,3,17,0,5
MEX,10,0,2,18,-3,3
DEN,9,3,3,15,1,6
GEO,9,3,7,10,2,3
IND,9,3,7,11,2,4
IRI,9,3,6,12,2,4
KEN,9,3,7,12,2,4
GRE,9,2,6,13,1,4
POR,8,4,5,12,2,5
SLO,8,4,5,12,3,6
PUR,7,3,6,9,2,3
FIN,7,2,4,9,1,3
HKG,7,2,5,8,2,3
IRL,7,2,3,10,0,3
AZE,7,1,5,9,0,2
RUS,7,1,3,11,-0,3
EGY,6,2,2,11,0,3
JAM,6,2,4,8,2,3
KAZ,6,2,2,11,0,4
MGL,6,2,5,7,2,2
THA,6,2,3,9,1,3
SRB,5,3,1,9,1,4
ALG,5,2,4,7,1,2
PRK,5,2,4,7,2,3
SGP,5,2,4,7,2,2
CRO,5,1,2,7,0,2
CZE,5,1,2,9,-0,2
TPE,5,1,2,8,-0,2
COL,4,2,0,8,0,3
EOR,4,2,2,6,1,2
FIJ,4,2,2,7,1,3
NGR,4,2,2,5,1,2
CYP,4,1,3,5,1,2
ECU,4,1,-0,8,-1,2
ETH,4,1,3,5,1,2
KGZ,4,1,3,5,0,1
NOR,4,1,-1,8,-0,3
TUN,4,1,3,5,1,2
LTU,3,2,1,6,1,3
ARM,3,1,1,4,0,1
EST,3,1,2,4,1,2
ROU,3,1,-1,8,-1,2
UZB,3,-0,0,5,-1,1
PER,2,1,-2,5,-1,2
QAT,2,1,2,3,1,1
ISR,2,0,-1,5,-1,1
TJK,2,0,1,2,0,1
GUA,1,1,1,2,0,1
LAT,1,1,-2,5,-0,3
UAE,1,1,1,2,0,1
VEN,1,1,-1,3,-0,1
ALB,1,0,0,1,0,0
BAH,1,0,1,1,0,0
BOT,1,0,1,1,0,0
BRN,1,0,0,1,0,0
BUR,1,0,0,1,0,1
CIV,1,0,1,2,0,1
DOM,1,-0,-1,3,-1,1
ERI,1,0,-0,3,-0,1
GAB,1,0,0,1,0,0
GRN,1,0,0,1,0,0
JOR,1,0,1,2,0,0
KOS,1,0,1,2,0,1
KSA,1,0,-0,1,0,1
LCA,1,0,0,1,0,0
LUX,1,0,-0,3,-0,1
MDA,1,0,1,2,0,1
MKD,1,0,1,1,0,0
MOZ,1,0,1,1,0,0
MRI,1,0,0,1,0,0
NAM,1,-0,-1,4,-1,1
NIG,1,0,1,1,0,0
PAN,1,0,-0,1,-0,0
PNG,1,0,0,1,0,0
RWA,1,0,-0,2,-0,1
SCG,1,0,0,2,0,1
SRI,1,0,0,1,0,0
TTO,1,0,1,2,0,1
UGA,1,0,1,1,0,0
URU,1,0,1,2,0,1
VIE,1,0,-0,1,-0,0
AFG,0,0,-0,1,-0,0
AHO,0,-0,-0,0,-0,0
AND,0,-0,-0,0,-0,0
ANG,0,0,0,1,0,0
ANT,0,0,0,1,-0,0
ANZ,0,-0,-0,0,-0,0
ARU,0,0,0,1,-0,0
ASA,0,0,0,1,-0,0
BAN,-0,-0,-0,0,-0,-0
BAR,0,0,0,1,-0,0
BDI,0,0,0,1,-0,0
BEN,0,0,0,0,-0,0
BER,0,-0,-0,1,-0,0
BHU,0,-0,-0,0,-0,-0
BIH,0,0,0,0,-0,0
BIZ,0,-0,-0,0,-0,0
BOH,0,-0,-0,0,-0,0
BOL,0,0,-0,0,-0,0
BRU,0,-0,-0,0,-0,0
CAF,0,-0,-0,0,-0,0
CAM,0,-0,-0,0,-0,0
CAY,0,-0,-0,0,-0,0
CGO,0,-0,-0,0,-0,0
CHA,0,-0,-0,0,-0,-0
CHI,0,-0,-1,2,-1,0
COD,0,-0,-0,0,-0,0
COK,-0,-0,-0,0,-0,0
COM,0,-0,-0,0,-0,0
CPV,0,-0,-0,0,-0,0
CRC,0,0,-2,2,-0,1
CRT,0,-0,-0,0,-0,0
DJI,0,0,0,1,-0,0
DMA,0,-0,-0,0,-0,0
ESA,0,-0,-0,0,-0,0
EUN,0,-0,-0,0,-0,0
FRG,0,-0,-0,0,-0,0
FSM,0,-0,-0,0,-0,0
GAM,0,0,-0,0,-0,0
GBS,0,0,0,1,-0,0
GDR,0,-0,-0,0,-0,0
GEQ,0,-0,-0,0,-0,0
GHA,0,-0,0,1,-0,0
GUI,0,0,0,1,-0,0
GUM,0,0,0,0,-0,0
GUY,0,-0,-0,0,-0,0
HAI,0,0,0,0,-0,0
HON,-0,-0,-0,0,-0,-0
IOA,0,0,-0,0,-0,0
IRQ,0,-0,-0,0,-0,0
ISV,0,-0,-0,0,-0,0
IVB,0,-0,-0,0,-0,0
KIR,0,0,0,0,-0,0
KUW,0,0,-0,1,0,0
LAO,0,-0,-0,0,-0,0
LBA,0,-0,-0,0,-0,0
LBN,0,0,-0,0,-0,0
LBR,0,0,0,0,-0,0
LES,0,-0,-0,0,-0,0
LIB,0,-0,-0,0,-0,0
LIE,0,-0,-0,0,-0,0
MAD,0,0,-0,1,-0,0
MAL,0,-0,-0,0,-0,0
MAW,0,-0,-0,0,-0,0
MDV,0,-0,-0,0,-0,0
MHL,0,-0,-0,0,-0,0
MLI,0,0,0,1,-0,0
MLT,0,0,-0,0,-0,0
MON,0,0,0,0,-0,0
MTN,0,-0,-0,0,-0,0
MYA,0,-0,-0,0,-0,0
NBO,0,-0,-0,0,-0,0
NCA,0,-0,-0,0,-0,0
NEP,0,0,0,0,-0,0
NFL,0,-0,-0,0,-0,0
NRU,0,-0,-0,0,-0,0
OMA,0,0,-0,0,-0,0
PAK,0,0,-0,0,-0,0
PLE,0,0,0,0,-0,0
PLW,0,-0,-0,0,-0,0
RHO,0,-0,-0,0,-0,0
ROT,0,-0,-0,0,-0,0
SAA,0,-0,-0,0,-0,0
SAM,0,0,-1,1,-0,0
SEN,-0,-0,-1,0,-1,-0
SEY,0,-0,-0,0,-0,0
SKN,0,-0,-0,0,-0,0
SLE,0,0,0,0,-0,0
SMR,0,0,0,1,0,0
SOL,0,-0,-0,0,-0,0
SOM,0,-0,-0,0,-0,0
SSD,0,-0,-0,0,-0,0
STP,-0,-0,-1,0,-0,0
SUD,0,0,0,0,-0,0
SUR,0,-0,-0,0,-0,0
SWZ,0,-0,-0,0,-0,0
SYR,0,0,-0,1,-0,0
TAN,0,0,-0,0,-0,0
TCH,0,-0,-0,0,-0,0
TGA,0,0,0,1,-0,0
TKM,0,0,-0,1,-0,0
TLS,0,-0,-0,0,-0,0
TOG,0,-0,-0,0,-0,0
TUV,0,-0,-0,0,-0,0
UAR,0,-0,-0,0,-0,0
UNK,0,-0,-0,0,-0,0
URS,0,-0,-0,0,-0,0
VAN,0,0,0,1,-0,0
VIN,0,-0,-0,0,-0,0
VNM,0,-0,-0,0,-0,0
WIF,0,-0,-0,0,-0,0
YAR,0,-0,-0,0,-0,0
YEM,0,0,0,0,-0,0
YMD,0,-0,-0,0,-0,0
YUG,0,-0,-0,0,-0,0
ZAM,-0,-0,-0,0,-0,-0
ZIM,0,0,-0,0,-0,0
PHI,-0,-1,-2,1,-2,-0
AIN,-1,1,-6,5,-1,3
CMR,-1,-0,-1,-1,-1,-0
ISL,-1,-0,-1,-1,-0,-0
MNE,-1,-0,-1,-1,-1,-0
PAR,-1,-1,-2,-1,-1,-0
SVK,-1,-1,-3,1,-1,0
BUL,-7,-4,-9,-5,-4,-3
BLR,-8,-3,-11,-5,-4,-2
