Country,total,gold,TlLower,TlUpper,GLower,GUpper
USA,420,94,272,568,38,149
CHN,106,41,90,121,35,47
JPN,87,23,65,109,14,31
FRA,84,28,64,104,21,35
GBR,80,21,71,90,18,25
AUS,77,25,65,89,20,29
GER,51,14,42,60,11,18
BRA,49,16,36,61,11,21
NED,48,13,34,63,8,19
ITA,39,11,31,46,8,14
KOR,32,14,26,38,11,16
CAN,32,10,25,38,7,12
UKR,28,6,13,43,0,12
ESP,21,6,14,29,4,9
CUB,15,4,13,18,3,5
RUS,15,4,10,19,3,6
SWE,13,6,9,18,4,7
SUI,13,4,5,20,1,7
ROC,13,3,9,18,2,5
INA,12,7,6,17,5,9
ARG,12,5,9,16,4,6
MAS,12,4,9,15,3,5
MEX,12,1,4,21,-2,5
BEL,11,4,6,17,2,6
NZL,11,4,5,18,2,7
POL,11,4,2,19,1,7
MAR,11,2,3,19,-1,5
TUR,11,2,6,16,-0,4
AUT,10,4,7,13,2,5
KEN,10,4,7,12,3,5
POR,10,4,6,14,3,6
GRE,10,3,6,13,1,4
RSA,9,6,2,15,4,9
SLO,9,4,4,13,3,6
DEN,9,3,3,16,1,6
IND,9,3,6,11,2,4
IRL,9,3,5,13,1,4
GEO,8,3,7,10,2,3
HKG,8,3,6,10,2,3
HUN,8,3,3,14,1,5
EGY,7,2,2,12,0,4
IRI,7,2,5,10,1,3
SGP,7,2,5,8,2,3
TPE,7,2,4,10,1,3
AZE,7,1,5,10,0,2
CZE,7,1,3,11,0,3
ALG,6,2,4,8,1,3
CRO,6,2,3,9,1,3
JAM,6,2,4,8,1,3
KAZ,6,2,1,11,0,4
MGL,6,2,5,7,2,2
PRK,6,2,5,8,2,3
PUR,6,2,4,8,2,3
THA,6,2,3,9,1,3
COL,5,2,1,9,0,4
FIJ,5,2,3,8,1,3
FIN,5,2,3,8,1,3
ECU,5,1,0,9,-0,3
CYP,4,1,3,4,1,1
ETH,4,1,2,5,1,2
ISR,4,1,1,8,-1,2
TUN,4,1,3,5,1,2
UZB,4,0,1,7,-1,1
EOR,3,1,1,5,1,2
EST,3,1,2,4,1,2
KGZ,3,1,2,5,0,1
NOR,3,1,-2,8,-1,3
ROU,3,0,-2,7,-1,2
SRB,2,2,-3,6,-0,3
ARM,2,1,1,4,0,1
LUX,2,1,0,4,0,1
QAT,2,1,1,3,1,1
TJK,2,1,1,2,0,1
UAE,2,1,1,2,0,1
VEN,2,1,-0,4,0,2
NAM,2,0,-1,4,-1,1
URU,2,0,1,2,0,1
AIN,1,2,-5,7,-1,4
ERI,1,1,-0,3,-0,1
LAT,1,1,-3,5,-1,3
LTU,1,1,-1,3,0,2
NGR,1,1,0,3,0,1
PER,1,1,-3,5,-1,2
AFG,1,0,-0,1,-0,0
ALB,1,0,0,1,0,0
ANG,1,0,0,1,0,0
ANT,1,0,0,1,0,0
ASA,1,0,0,1,0,0
BAH,1,0,1,2,0,0
BER,1,-0,-0,1,-0,0
BOT,1,0,1,1,0,0
BRN,1,0,1,1,0,0
BUR,1,0,0,2,0,1
CHI,1,0,-1,3,-1,1
CIV,1,0,0,1,-0,0
CPV,1,0,0,1,-0,0
DOM,1,0,-1,4,-1,1
GAB,1,0,0,1,0,0
GHA,1,0,0,1,-0,0
GRN,1,0,0,1,0,0
GUA,1,0,1,1,0,1
JOR,1,0,0,2,-0,0
KOS,1,0,1,2,0,1
KSA,1,0,0,1,0,1
LCA,1,0,0,1,0,0
MDA,1,0,1,2,0,1
MKD,1,0,0,1,0,0
MOZ,1,0,1,1,0,0
MRI,1,0,1,2,0,1
NIG,1,0,0,1,-0,0
PAN,1,0,0,1,0,0
PNG,1,0,0,1,0,0
RWA,1,0,-0,2,-0,1
SCG,1,0,-0,1,-0,0
SRI,1,0,0,1,0,0
SYR,1,0,0,1,0,0
TKM,1,0,-0,1,0,0
TTO,1,0,1,2,0,1
UGA,1,0,1,2,0,0
VAN,1,0,0,1,0,0
VIE,1,0,-0,1,-0,0
AHO,0,0,0,0,-0,0
AND,0,0,0,0,-0,0
ANZ,0,0,0,0,-0,0
ARU,0,0,0,1,0,0
BAN,0,-0,0,1,-0,0
BAR,0,0,0,1,-0,0
BDI,0,0,0,1,0,0
BEN,0,0,0,1,-0,0
BHU,0,-0,0,1,-0,0
BIH,0,0,0,1,-0,0
BIZ,0,0,0,0,-0,0
BOH,0,0,0,0,-0,0
BOL,0,0,0,1,-0,0
BRU,0,0,0,1,-0,0
