sport,country,str,count
Archery,AUS,1,11
Archery,FRA,0.9,10
Archery,CHN,0.799999999999999,9
Archery,IND,0.799999999999999,9
Archery,JPN,0.799999999999999,9
Archery,KOR,0.799999999999999,9
Archery,RUS,0.799999999999999,9
Archery,TPE,0.700000000000001,8
Archery,UKR,0.700000000000001,8
Archery,USA,0.700000000000001,8
Archery,GBR,0.600000000000001,7
Archery,ITA,0.600000000000001,7
Archery,GRE,0.5,6
Archery,MEX,0.5,6
Archery,POL,0.5,6
Archery,CAN,0.4,5
Archery,EGY,0.4,5
Archery,GER,0.4,5
Archery,TUR,0.4,5
Archery,BLR,0.299999999999999,4
Archery,KAZ,0.299999999999999,4
Archery,MAS,0.299999999999999,4
Archery,BHU,0.199999999999999,3
Archery,COL,0.199999999999999,3
Archery,DEN,0.199999999999999,3
Archery,ESP,0.199999999999999,3
Archery,INA,0.199999999999999,3
Archery,NED,0.199999999999999,3
Archery,SWE,0.199999999999999,3
Archery,BUL,0.1,2
Archery,CUB,0.1,2
Archery,CZE,0.1,2
Archery,FIN,0.1,2
Archery,GEO,0.1,2
Archery,IRI,0.1,2
Archery,MRI,0.1,2
Archery,MYA,0.1,2
Archery,PHI,0.1,2
Archery,PRK,0.1,2
Archery,RSA,0.1,2
Archery,TJK,0.1,2
Archery,BRA,0,1
Archery,CYP,0,1
Archery,ESA,0,1
Archery,FIJ,0,1
Archery,LAO,0,1
Archery,LUX,0,1
Archery,MAR,0,1
Archery,NZL,0,1
Archery,POR,0,1
Archery,QAT,0,1
Archery,ROU,0,1
Archery,SAM,0,1
Archery,SUI,0,1
Archery,TGA,0,1
Archery,VEN,0,1
Athletics,USA,1,197
Athletics,RUS,0.928571428571428,183
Athletics,CHN,0.520408163265307,103
Athletics,GER,0.510204081632653,101
Athletics,UKR,0.489795918367347,97
Athletics,GBR,0.479591836734693,95
Athletics,FRA,0.438775510204082,87
Athletics,ESP,0.413265306122448,82
Athletics,POL,0.413265306122448,82
Athletics,GRE,0.362244897959183,72
