sport,country,country_str,person_str,final
"3x3 Basketball",CHN,0,1,0.1865
"3x3 Basketball",JPN,0,1,0.1865
"3x3 Basketball",ROC,0,1,0.1865
"3x3 Basketball",FRA,0,0,0.1265
"3x3 Basketball",AUS,0,0,0
"3x3 Basketball",AZE,0,0,0
"3x3 Basketball",BEL,0,0,0
"3x3 Basketball",CAN,0,0,0
"3x3 Basketball",ESP,0,0,0
"3x3 Basketball",GER,0,0,0
"3x3 Basketball",ITA,0,0,0
"3x3 Basketball",LAT,0,0,0
"3x3 Basketball",LTU,0,0,0
"3x3 Basketball",MGL,0,0,0
"3x3 Basketball",NED,0,0,0
"3x3 Basketball",POL,0,0,0
"3x3 Basketball",ROU,0,0,0
"3x3 Basketball",SRB,0,0,0
"3x3 Basketball",USA,0,0,0
"Aeronautics",SUI,0,0,0
"Alpinism",GER,0,0,0
"Alpinism",SUI,0,0,0
"Archery",KOR,1,1,0.8735
"Archery",CHN,0.349918868032761,1,0.426894262338507
"Archery",USA,0.264482213361917,1,0.368199280579637
"Archery",FRA,0.104559643554464,0.666666666666668,0.32266580845525
"Archery",JPN,0.183030534220234,1,0.312241977009301
"Archery",ITA,0.248864610793205,0.666666666666668,0.295303320948265
"Archery",TPE,0.157940093158586,1,0.295004843999949
"Archery",GBR,0.103254383727888,1,0.257435761621059
"Archery",GER,0.164554385110504,0.666666666666668,0.23738219590425
"Archery",UKR,0.14867230742135,0.666666666666668,0.226471208531801
"Archery",MEX,0.104953194739577,0.666666666666668,0.196436178119423
"Archery",AUS,0.089953502342939,0.666666666666668,0.186131389442933
"Archery",ROC,0.0750180910853333,0.666666666666668,0.175870761908958
"Archery",NED,0.0736590676961063,0.666666666666668,0.174937112840559
"Archery",INA,0,0.666666666666668,0.124333333333334
"Archery",IND,0,0.666666666666668,0.124333333333334
"Archery",BLR,0,0.5,0.09325
"Archery",KAZ,0,0.5,0.09325
"Archery",POL,0.0369533559790716,0.333333333333334,0.087553622224289
"Archery",ESP,0.0212104721818651,0.333333333333334,0.0767382610556081
"Archery",TUR,0.0125030151808889,0.333333333333334,0.0707562380959375
"Archery",SWE,0.0554300339686074,0.166666666666667,0.0691637666697667
"Archery",FIN,0.0509051332364762,0.166666666666667,0.0660551598667925
"Archery",BAN,0,0.333333333333334,0.0621666666666668
"Archery",BRA,0,0.333333333333334,0.0621666666666668
"Archery",CAN,0,0.333333333333334,0.0621666666666668
"Archery",COL,0,0.333333333333334,0.0621666666666668
"Archery",EGY,0,0.333333333333334,0.0621666666666668
"Archery",MAS,0,0.333333333333334,0.0621666666666668
"Archery",MDA,0,0.333333333333334,0.0621666666666668
"Archery",MGL,0,0.333333333333334,0.0621666666666668
"Archery",TUN,0,0.333333333333334,0.0621666666666668
"Archery",VIE,0,0.333333333333334,0.0621666666666668
"Archery",RUS,0.0833491713725991,0,0.0572608807329756
"Archery",BEL,0,0.166666666666667,0.0310833333333334
"Archery",BHU,0,0.166666666666667,0.0310833333333334
"Archery",CHA,0,0.166666666666667,0.0310833333333334
"Archery",CHI,0,0.166666666666667,0.0310833333333334
"Archery",CZE,0,0.166666666666667,0.0310833333333334
"Archery",DEN,0,0.166666666666667,0.0310833333333334
"Archery",ECU,0,0.166666666666667,0.0310833333333334
"Archery",EST,0,0.166666666666667,0.0310833333333334
"Archery",GRE,0,0.166666666666667,0.0310833333333334
"Archery",HUN,0,0.166666666666667,0.0310833333333334
"Archery",IRI,0,0.166666666666667,0.0310833333333334
"Archery",ISR,0,0.166666666666667,0.0310833333333334
"Archery",ISV,0,0.166666666666667,0.0310833333333334
"Archery",LUX,0,0.166666666666667,0.0310833333333334
"Archery",MAW,0,0.166666666666667,0.0310833333333334
"Archery",ROU,0,0.166666666666667,0.0310833333333334
"Archery",SLO,0,0.166666666666667,0.0310833333333334
"Archery",SVK,0,0.166666666666667,0.0310833333333334
"Archery",ARG,0,0,0
"Archery",ASA,0,0,0
"Archery",AUT,0,0,0
"Archery",AZE,0,0,0
"Archery",BUL,0,0,0
"Archery",CAF,0,0,0
"Archery",CIV,0,0,0
"Archery",CRC,0,0,0
"Archery",CUB,0,0,0
"Archery",CYP,0,0,0
"Archery",DOM,0,0,0
"Archery",ESA,0,0,0
"Archery",EUN,0.0678735109819682,0,0
"Archery",FIJ,0,0,0
"Archery",FRG,0,0,0
"Archery",GEO,0,0,0
"Archery",GUI,0,0,0
"Archery",GUM,0,0,0
"Archery",HKG,0,0,0
"Archery",IRL,0,0,0
"Archery",IRQ,0,0,0
"Archery",JOR,0,0,0
"Archery",KEN,0,0,0
"Archery",KSA,0,0,0
"Archery",LAO,0,0,0
"Archery",LBA,0,0,0
"Archery",MAR,0,0,0
"Archery",MLT,0,0,0
"Archery",MON,0,0,0
"Archery",MRI,0,0,0
"Archery",MYA,0,0,0
"Archery",NEP,0,0,0
"Archery",NOR,0,0,0
"Archery",NZL,0,0,0
"Archery",PHI,0,0,0
"Archery",POR,0,0,0
"Archery",PRK,0,0,0
"Archery",PUR,0,0,0
"Archery",QAT,0,0,0
"Archery",RSA,0,0,0
"Archery",SAM,0,0,0
"Archery",SMR,0,0,0
"Archery",SOL,0,0,0
"Archery",SUI,0,0,0
"Archery",TCH,0,0,0
"Archery",TGA,0,0,0
"Archery",THA,0,0,0
"Archery",TJK,0,0,0
"Archery",UGA,0,0,0
"Archery",URS,0,0,0
"Archery",UZB,0,0,0
"Archery",VAN,0,0,0
"Archery",VEN,0,0,0
"Archery",YUG,0,0,0
"Archery",ZIM,0,0,0
"Art Competitions",ARG,0,0,0
"Art Competitions",AUS,0,0,0
"Art Competitions",AUT,0,0,0
"Art Competitions",BEL,0,0,0
"Art Competitions",BOH,0,0,0
"Art Competitions",BOL,0,0,0
"Art Competitions",BRA,0,0,0
"Art Competitions",BUL,0,0,0
"Art Competitions",CAN,0,0,0
"Art Competitions",CHN,0,0,0
"Art Competitions",COL,0,0,0
"Art Competitions",CUB,0,0,0
"Art Competitions",DEN,0,0,0
"Art Competitions",EGY,0,0,0
"Art Competitions",ESA,0,0,0
"Art Competitions",ESP,0,0,0
"Art Competitions",FIN,0,0,0
"Art Competitions",FRA,0,0,0
"Art Competitions",GBR,0,0,0
"Art Competitions",GER,0,0,0
"Art Competitions",GRE,0,0,0
"Art Competitions",GUA,0,0,0
"Art Competitions",HAI,0,0,0
"Art Competitions",HUN,0,0,0
"Art Competitions",IND,0,0,0
"Art Competitions",IRL,0,0,0
"Art Competitions",ISL,0,0,0
"Art Competitions",ITA,0,0,0
"Art Competitions",JPN,0,0,0
"Art Competitions",LAT,0,0,0
"Art Competitions",LUX,0,0,0
"Art Competitions",MEX,0,0,0
"Art Competitions",MON,0,0,0
"Art Competitions",NED,0,0,0
"Art Competitions",NOR,0,0,0
"Art Competitions",PER,0,0,0
"Art Competitions",PHI,0,0,0
"Art Competitions",POL,0,0,0
"Art Competitions",POR,0,0,0
"Art Competitions",ROU,0,0,0
"Art Competitions",RSA,0,0,0
"Art Competitions",RUS,0,0,0
"Art Competitions",SUI,0,0,0
"Art Competitions",SWE,0,0,0
"Art Competitions",TCH,0,0,0
"Art Competitions",TUR,0,0,0
"Art Competitions",UNK,0,0,0
"Art Competitions",URU,0,0,0
"Art Competitions",USA,0,0,0
"Art Competitions",VEN,0,0,0
"Art Competitions",YUG,0,0,0
"Artistic Gymnastics",FRA,0,0.545454545454545,0.228227272727273
"Artistic Gymnastics",CHN,0,1,0.1865
"Artistic Gymnastics",ROC,0,1,0.1865
"Artistic Gymnastics",JPN,0,0.909090909090908,0.169545454545454
"Artistic Gymnastics",USA,0,0.909090909090908,0.169545454545454
"Artistic Gymnastics",ESP,0,0.727272727272727,0.135636363636364
"Artistic Gymnastics",GBR,0,0.636363636363635,0.118681818181818
"Artistic Gymnastics",GER,0,0.636363636363635,0.118681818181818
"Artistic Gymnastics",BRA,0,0.545454545454545,0.101727272727273
"Artistic Gymnastics",ITA,0,0.545454545454545,0.101727272727273
"Artistic Gymnastics",KOR,0,0.545454545454545,0.101727272727273
"Artistic Gymnastics",NED,0,0.454545454545455,0.0847727272727273
"Artistic Gymnastics",CAN,0,0.363636363636364,0.0678181818181819
"Artistic Gymnastics",SUI,0,0.363636363636364,0.0678181818181819
"Artistic Gymnastics",TPE,0,0.363636363636364,0.0678181818181819
"Artistic Gymnastics",TUR,0,0.363636363636364,0.0678181818181819
"Artistic Gymnastics",UKR,0,0.363636363636364,0.0678181818181819
"Artistic Gymnastics",BEL,0,0.272727272727272,0.0508636363636362
"Artistic Gymnastics",AUS,0,0.181818181818182,0.0339090909090909
"Artistic Gymnastics",EGY,0,0.181818181818182,0.0339090909090909
"Artistic Gymnastics",ISR,0,0.181818181818182,0.0339090909090909
"Artistic Gymnastics",ROU,0,0.181818181818182,0.0339090909090909
"Artistic Gymnastics",AZE,0,0.0909090909090915,0.0169545454545456
"Artistic Gymnastics",CHI,0,0.0909090909090915,0.0169545454545456
"Artistic Gymnastics",CRO,0,0.0909090909090915,0.0169545454545456
"Artistic Gymnastics",CZE,0,0.0909090909090915,0.0169545454545456
"Artistic Gymnastics",IRL,0,0.0909090909090915,0.0169545454545456
"Artistic Gymnastics",MAS,0,0.0909090909090915,0.0169545454545456
"Artistic Gymnastics",MEX,0,0.0909090909090915,0.0169545454545456
"Artistic Gymnastics",NOR,0,0.0909090909090915,0.0169545454545456
"Artistic Gymnastics",RSA,0,0.0909090909090915,0.0169545454545456
"Artistic Gymnastics",SWE,0,0.0909090909090915,0.0169545454545456
"Artistic Gymnastics",UZB,0,0.0909090909090915,0.0169545454545456
"Artistic Gymnastics",VIE,0,0.0909090909090915,0.0169545454545456
"Artistic Gymnastics",ALB,0,0,0
"Artistic Gymnastics",ALG,0,0,0
"Artistic Gymnastics",ARG,0,0,0
"Artistic Gymnastics",ARM,0,0,0
"Artistic Gymnastics",AUT,0,0,0
"Artistic Gymnastics",BLR,0,0,0
"Artistic Gymnastics",BUL,0,0,0
