sport,country,str,count
Archery,UKR,1,11
Archery,AUS,0.900000000000001,10
Archery,CHN,0.900000000000001,10
Archery,KOR,0.900000000000001,10
Archery,FRA,0.8,9
Archery,JPN,0.8,9
Archery,POL,0.8,9
Archery,TPE,0.8,9
Archery,USA,0.8,9
Archery,GER,0.6,7
Archery,ITA,0.6,7
Archery,RUS,0.6,7
Archery,SWE,0.6,7
Archery,TUR,0.6,7
Archery,GBR,0.500000000000001,6
Archery,GRE,0.500000000000001,6
Archery,IND,0.500000000000001,6
Archery,KAZ,0.500000000000001,6
Archery,CUB,0.399999999999999,5
Archery,MEX,0.399999999999999,5
Archery,NED,0.399999999999999,5
Archery,EGY,0.3,4
Archery,FIN,0.3,4
Archery,GEO,0.3,4
Archery,NOR,0.3,4
Archery,BHU,0.199999999999999,3
Archery,BLR,0.199999999999999,3
Archery,CAN,0.199999999999999,3
Archery,INA,0.199999999999999,3
Archery,DEN,0.0999999999999999,2
Archery,ESA,0.0999999999999999,2
Archery,ESP,0.0999999999999999,2
Archery,MYA,0.0999999999999999,2
Archery,NZL,0.0999999999999999,2
Archery,PHI,0.0999999999999999,2
Archery,RSA,0.0999999999999999,2
Archery,ASA,0,1
Archery,BEL,0,1
Archery,BUL,0,1
Archery,CAF,0,1
Archery,CHI,0,1
Archery,FIJ,0,1
Archery,KEN,0,1
Archery,LAO,0,1
Archery,LUX,0,1
Archery,MAS,0,1
Archery,MRI,0,1
Archery,POR,0,1
Archery,PRK,0,1
Archery,SLO,0,1
Archery,TGA,0,1
Archery,TJK,0,1
Archery,UGA,0,1
Archery,VAN,0,1
Athletics,USA,1,195
Athletics,RUS,0.95360824742268,186
Athletics,GER,0.597938144329897,117
Athletics,GBR,0.525773195876288,103
Athletics,AUS,0.520618556701031,102
Athletics,ESP,0.479381443298969,94
Athletics,FRA,0.469072164948453,92
Athletics,UKR,0.427835051546391,84
Athletics,GRE,0.38659793814433,76
Athletics,CHN,0.376288659793814,74
Athletics,JPN,0.350515463917525,69
Athletics,POL,0.345360824742268,68
Athletics,ITA,0.335051546391752,66
Athletics,JAM,0.335051546391752,66
Athletics,KEN,0.298969072164948,59
Athletics,BLR,0.29381443298969,58
Athletics,HUN,0.288659793814433,57
Athletics,CUB,0.273195876288661,54
Athletics,CAN,0.247422680412371,49
Athletics,CZE,0.231958762886598,46
Athletics,BRA,0.216494845360824,43
Athletics,ETH,0.211340206185567,42
Athletics,RSA,0.211340206185567,42
Athletics,NGR,0.201030927835051,40
Athletics,FIN,0.195876288659795,39
Athletics,MAR,0.190721649484536,38
Athletics,MEX,0.190721649484536,38
Athletics,ROU,0.190721649484536,38
Athletics,IRL,0.185567010309278,37
Athletics,POR,0.185567010309278,37
Athletics,IND,0.18041237113402,36
Athletics,KAZ,0.170103092783505,34
Athletics,ALG,0.149484536082474,30
Athletics,BUL,0.149484536082474,30
Athletics,SLO,0.149484536082474,30
Athletics,KOR,0.139175257731959,28
Athletics,BAH,0.134020618556701,27
Athletics,SCG,0.134020618556701,27
Athletics,UZB,0.134020618556701,27
Athletics,LAT,0.118556701030928,24
Athletics,NED,0.118556701030928,24
Athletics,SVK,0.11340206185567,23
Athletics,GHA,0.108247422680412,22
Athletics,LTU,0.108247422680412,22
Athletics,TTO,0.108247422680412,22
Athletics,CRO,0.103092783505155,21
Athletics,QAT,0.0979381443298968,20
Athletics,SWE,0.0979381443298968,20
Athletics,SUI,0.0927835051546391,19
Athletics,BEL,0.0876288659793815,18
Athletics,MDA,0.0876288659793815,18
Athletics,NOR,0.0876288659793815,18
Athletics,NZL,0.0876288659793815,18
Athletics,COL,0.0824742268041236,17
Athletics,TUR,0.0824742268041236,17
Athletics,EST,0.0773195876288659,16
