Sport,Country,Ratio,Onlybefore2Count
Archery,AUS,3.27102803738318,7
Archery,BAN,0.467289719626168,1
Archery,BHU,1.4018691588785,3
Archery,BLR,0.934579439252336,2
Archery,BRA,0.934579439252336,2
Archery,BUL,0.934579439252336,2
Archery,CAN,1.86915887850467,4
Archery,CHI,0.467289719626168,1
Archery,CHN,5.60747663551402,12
Archery,CIV,0.467289719626168,1
Archery,COL,1.86915887850467,4
Archery,CUB,0.467289719626168,1
Archery,CYP,0.467289719626168,1
Archery,CZE,0.934579439252336,2
Archery,DEN,1.86915887850467,4
Archery,EGY,1.86915887850467,4
Archery,ESP,1.4018691588785,3
Archery,EST,0.467289719626168,1
Archery,FIJ,0.467289719626168,1
Archery,FIN,0.467289719626168,1
Archery,FRA,3.27102803738318,7
Archery,GBR,3.27102803738318,7
Archery,GEO,0.934579439252336,2
Archery,GER,1.86915887850467,4
Archery,GRE,0.934579439252336,2
Archery,HKG,0.467289719626168,1
Archery,INA,0.934579439252336,2
Archery,IND,4.20560747663551,9
Archery,IRI,1.86915887850467,4
Archery,IRQ,0.467289719626168,1
Archery,ITA,3.73831775700935,8
Archery,JPN,4.67289719626168,10
Archery,KAZ,0.934579439252336,2
Archery,KOR,5.14018691588785,11
Archery,LUX,0.467289719626168,1
Archery,MAR,0.467289719626168,1
Archery,MAS,2.80373831775701,6
Archery,MDA,0.467289719626168,1
Archery,MEX,2.80373831775701,6
Archery,MGL,0.934579439252336,2
Archery,MRI,0.467289719626168,1
Archery,MYA,0.467289719626168,1
Archery,NED,0.467289719626168,1
Archery,NOR,0.467289719626168,1
Archery,PHI,0.934579439252336,2
Archery,POL,3.27102803738318,7
Archery,POR,0.467289719626168,1
Archery,PRK,0.934579439252336,2
Archery,QAT,0.467289719626168,1
Archery,ROU,0.467289719626168,1
Archery,RSA,0.934579439252336,2
Archery,RUS,3.73831775700935,8
Archery,SAM,0.934579439252336,2
Archery,SLO,0.467289719626168,1
Archery,SMR,0.467289719626168,1
Archery,SUI,0.934579439252336,2
Archery,SWE,0.934579439252336,2
Archery,THA,0.467289719626168,1
Archery,TJK,0.467289719626168,1
Archery,TPE,4.67289719626168,10
Archery,TUR,1.4018691588785,3
Archery,UKR,4.20560747663551,9
Archery,USA,3.73831775700935,8
Archery,VEN,0.934579439252336,2
Athletics,AFG,0.0876424189307625,3
Athletics,AHO,0.0292141396435875,1
Athletics,ALB,0.0876424189307625,3
Athletics,ALG,0.496640373940987,17
Athletics,AND,0.0876424189307625,3
Athletics,ANG,0.0876424189307625,3
Athletics,ANT,0.146070698217938,5
Athletics,ARG,0.408997955010225,14
Athletics,ARM,0.146070698217938,5
Athletics,ASA,0.058428279287175,2
Athletics,AUS,2.07420391469471,71
Athletics,AUT,0.2337131171487,8
Athletics,AZE,0.146070698217938,5
Athletics,BAH,0.788781770376862,27
Athletics,BAN,0.0876424189307625,3
Athletics,BAR,0.175284837861525,6
Athletics,BDI,0.146070698217938,5
Athletics,BEL,0.759567630733275,26
Athletics,BEN,0.0876424189307625,3
Athletics,BER,0.058428279287175,2
Athletics,BIH,0.0876424189307625,3
Athletics,BIZ,0.146070698217938,5
Athletics,BLR,2.07420391469471,71
Athletics,BOL,0.11685655857435,4
Athletics,BOT,0.262927256792287,9
Athletics,BRA,1.72363423897166,59
Athletics,BRN,0.496640373940987,17
Athletics,BRU,0.058428279287175,2
Athletics,BUL,0.613496932515337,21
Athletics,BUR,0.11685655857435,4
Athletics,CAF,0.0876424189307625,3
Athletics,CAM,0.11685655857435,4
Athletics,CAN,1.84049079754601,63
Athletics,CAY,0.0876424189307625,3
Athletics,CGO,0.11685655857435,4
Athletics,CHA,0.058428279287175,2
Athletics,CHI,0.321355536079462,11
Athletics,CHN,2.86298568507157,98
Athletics,CIV,0.11685655857435,4
Athletics,CMR,0.204498977505113,7
Athletics,COD,0.11685655857435,4
Athletics,COK,0.11685655857435,4
Athletics,COL,1.02249488752556,35
Athletics,COM,0.0876424189307625,3
Athletics,CPV,0.0876424189307625,3
Athletics,CRC,0.146070698217938,5
Athletics,CRO,0.438212094653812,15
Athletics,CUB,2.04498977505112,70
Athletics,CYP,0.2337131171487,8
Athletics,CZE,1.37306456324861,47
Athletics,DEN,0.262927256792287,9
Athletics,DJI,0.11685655857435,4
Athletics,DMA,0.0876424189307625,3
Athletics,DOM,0.379783815366637,13
Athletics,ECU,0.613496932515337,21
Athletics,EGY,0.2337131171487,8
Athletics,ERI,0.496640373940987,17
Athletics,ESA,0.11685655857435,4
Athletics,ESP,2.337131171487,80
Athletics,EST,0.58428279287175,20
Athletics,ETH,1.43149284253579,49
Athletics,FIJ,0.11685655857435,4
Athletics,FIN,0.964066608238387,33
Athletics,FRA,2.24948875255624,77
Athletics,FSM,0.11685655857435,4
Athletics,GAB,0.058428279287175,2
Athletics,GAM,0.0876424189307625,3
Athletics,GBR,3.12591294186386,107
Athletics,GBS,0.0876424189307625,3
Athletics,GEO,0.146070698217938,5
Athletics,GEQ,0.11685655857435,4
Athletics,GER,2.86298568507157,98
Athletics,GHA,0.11685655857435,4
Athletics,GRE,1.28542214431785,44
Athletics,GRN,0.379783815366637,13
Athletics,GUA,0.262927256792287,9
Athletics,GUI,0.11685655857435,4
Athletics,GUM,0.0876424189307625,3
Athletics,GUY,0.146070698217938,5
Athletics,HAI,0.2337131171487,8
Athletics,HKG,0.175284837861525,6
Athletics,HON,0.0876424189307625,3
Athletics,HUN,0.905638328951212,31
Athletics,INA,0.11685655857435,4
Athletics,IND,0.730353491089687,25
Athletics,IOA,0.058428279287175,2
Athletics,IRI,0.379783815366637,13
Athletics,IRL,0.81799591002045,28
Athletics,IRQ,0.0876424189307625,3
Athletics,ISL,0.146070698217938,5
Athletics,ISR,0.204498977505113,7
Athletics,ISV,0.11685655857435,4
Athletics,ITA,1.84049079754601,63
Athletics,IVB,0.0876424189307625,3
Athletics,JAM,1.98656149576395,68
Athletics,JOR,0.11685655857435,4
Athletics,JPN,2.04498977505112,70
Athletics,KAZ,0.993280747881975,34
Athletics,KEN,1.98656149576395,68
Athletics,KGZ,0.175284837861525,6
Athletics,KIR,0.0876424189307625,3
Athletics,KOR,0.847210049664037,29
Athletics,KSA,0.408997955010225,14
