Sport,Country,Ratio,Onlybefore2Count
Archery,ASA,0.454545454545455,1
Archery,AUS,4.54545454545455,10
Archery,BEL,0.454545454545455,1
Archery,BHU,1.36363636363636,3
Archery,BLR,1.36363636363636,3
Archery,BUL,0.454545454545455,1
Archery,CAF,0.454545454545455,1
Archery,CAN,1.36363636363636,3
Archery,CHI,0.454545454545455,1
Archery,CHN,4.54545454545455,10
Archery,CUB,2.27272727272727,5
Archery,DEN,0.909090909090909,2
Archery,EGY,1.81818181818182,4
Archery,ESA,0.909090909090909,2
Archery,ESP,0.909090909090909,2
Archery,FIJ,0.454545454545455,1
Archery,FIN,1.81818181818182,4
Archery,FRA,4.09090909090909,9
Archery,GBR,2.72727272727273,6
Archery,GEO,1.81818181818182,4
Archery,GER,3.18181818181818,7
Archery,GRE,2.72727272727273,6
Archery,INA,1.36363636363636,3
Archery,IND,2.72727272727273,6
Archery,ITA,3.18181818181818,7
Archery,JPN,4.09090909090909,9
Archery,KAZ,2.72727272727273,6
Archery,KEN,0.454545454545455,1
Archery,KOR,4.54545454545455,10
Archery,LAO,0.454545454545455,1
Archery,LUX,0.454545454545455,1
Archery,MAS,0.454545454545455,1
Archery,MEX,2.27272727272727,5
Archery,MRI,0.454545454545455,1
Archery,MYA,0.909090909090909,2
Archery,NED,2.27272727272727,5
Archery,NOR,1.81818181818182,4
Archery,NZL,0.909090909090909,2
Archery,PHI,0.909090909090909,2
Archery,POL,4.09090909090909,9
Archery,POR,0.454545454545455,1
Archery,PRK,0.454545454545455,1
Archery,RSA,0.909090909090909,2
Archery,RUS,3.18181818181818,7
Archery,SLO,0.454545454545455,1
Archery,SWE,3.18181818181818,7
Archery,TGA,0.454545454545455,1
Archery,TJK,0.454545454545455,1
Archery,TPE,4.09090909090909,9
Archery,TUR,3.18181818181818,7
Archery,UGA,0.454545454545455,1
Archery,UKR,5,11
Archery,USA,4.09090909090909,9
Archery,VAN,0.454545454545455,1
Athletics,AFG,0.0583090379008746,2
Athletics,AHO,0.116618075801749,4
Athletics,ALB,0.0874635568513119,3
Athletics,ALG,0.87463556851312,30
Athletics,AND,0.0583090379008746,2
Athletics,ANG,0.0583090379008746,2
Athletics,ANT,0.116618075801749,4
Athletics,ARG,0.43731778425656,15
Athletics,ARM,0.116618075801749,4
Athletics,ARU,0.0874635568513119,3
Athletics,ASA,0.0583090379008746,2
Athletics,AUS,2.97376093294461,102
Athletics,AUT,0.43731778425656,15
Athletics,AZE,0.204081632653061,7
Athletics,BAH,0.787172011661808,27
Athletics,BAN,0.0874635568513119,3
Athletics,BAR,0.349854227405248,12
Athletics,BDI,0.262390670553936,9
Athletics,BEL,0.524781341107872,18
Athletics,BEN,0.116618075801749,4
Athletics,BER,0.0583090379008746,2
Athletics,BIH,0.174927113702624,6
Athletics,BIZ,0.0874635568513119,3
Athletics,BLR,1.69096209912536,58
Athletics,BOL,0.0874635568513119,3
Athletics,BOT,0.349854227405248,12
Athletics,BRA,1.2536443148688,43
Athletics,BRN,0.233236151603499,8
Athletics,BRU,0.0583090379008746,2
Athletics,BUL,0.87463556851312,30
Athletics,BUR,0.116618075801749,4
Athletics,CAF,0.0874635568513119,3
Athletics,CAM,0.116618075801749,4
Athletics,CAN,1.42857142857143,49
Athletics,CAY,0.0583090379008746,2
Athletics,CGO,0.0874635568513119,3
Athletics,CHA,0.0583090379008746,2
Athletics,CHI,0.262390670553936,9
Athletics,CHN,2.15743440233236,74
Athletics,CIV,0.233236151603499,8
Athletics,CMR,0.43731778425656,15
Athletics,COD,0.116618075801749,4
Athletics,COK,0.0874635568513119,3
Athletics,COL,0.495626822157434,17
Athletics,COM,0.0874635568513119,3
Athletics,CPV,0.0583090379008746,2
Athletics,CRC,0.0291545189504373,1
Athletics,CRO,0.612244897959184,21
Athletics,CUB,1.57434402332362,54
Athletics,CYP,0.43731778425656,15
Athletics,CZE,1.34110787172012,46
Athletics,DEN,0.204081632653061,7
Athletics,DJI,0.0583090379008746,2
Athletics,DMA,0.116618075801749,4
Athletics,DOM,0.145772594752187,5
Athletics,ECU,0.262390670553936,9
Athletics,EGY,0.116618075801749,4
Athletics,ERI,0.145772594752187,5
Athletics,ESA,0.116618075801749,4
Athletics,ESP,2.74052478134111,94
Athletics,EST,0.466472303206997,16
Athletics,ETH,1.22448979591837,42
Athletics,FIJ,0.0583090379008746,2
Athletics,FIN,1.13702623906706,39
Athletics,FRA,2.68221574344023,92
Athletics,FSM,0.116618075801749,4
Athletics,GAB,0.116618075801749,4
Athletics,GAM,0.0874635568513119,3
Athletics,GBR,3.00291545189504,103
Athletics,GBS,0.0874635568513119,3
Athletics,GEO,0.145772594752187,5
Athletics,GEQ,0.116618075801749,4
Athletics,GER,3.41107871720117,117
Athletics,GHA,0.641399416909621,22
Athletics,GRE,2.21574344023324,76
Athletics,GRN,0.116618075801749,4
Athletics,GUA,0.262390670553936,9
Athletics,GUI,0.0874635568513119,3
Athletics,GUM,0.116618075801749,4
Athletics,GUY,0.145772594752187,5
Athletics,HAI,0.145772594752187,5
Athletics,HKG,0.145772594752187,5
Athletics,HON,0.0583090379008746,2
Athletics,HUN,1.66180758017493,57
Athletics,INA,0.204081632653061,7
Athletics,IND,1.04956268221574,36
Athletics,IOA,0.0583090379008746,2
Athletics,IRI,0.0874635568513119,3
Athletics,IRL,1.07871720116618,37
Athletics,IRQ,0.116618075801749,4
Athletics,ISL,0.174927113702624,6
Athletics,ISR,0.349854227405248,12
Athletics,ISV,0.145772594752187,5
Athletics,ITA,1.92419825072886,66
Athletics,IVB,0.0583090379008746,2
Athletics,JAM,1.92419825072886,66
Athletics,JOR,0.116618075801749,4
Athletics,JPN,2.01166180758017,69
Athletics,KAZ,0.991253644314869,34
Athletics,KEN,1.7201166180758,59
Athletics,KGZ,0.32069970845481,11
Athletics,KIR,0.0583090379008746,2
Athletics,KOR,0.816326530612245,28
Athletics,KSA,0.379008746355685,13
Athletics,KUW,0.233236151603499,8
Athletics,LAO,0.116618075801749,4
Athletics,LAT,0.699708454810496,24
Athletics,LBA,0.0874635568513119,3
Athletics,LBR,0.291545189504373,10
Athletics,LCA,0.116618075801749,4
Athletics,LES,0.116618075801749,4
Athletics,LIB,0.0874635568513119,3
Athletics,LTU,0.641399416909621,22
Athletics,LUX,0.0291545189504373,1
Athletics,MAD,0.233236151603499,8
Athletics,MAR,1.10787172011662,38
Athletics,MAS,0.0874635568513119,3
Athletics,MAW,0.0874635568513119,3
