sport,country,str,count
Archery,CHN,1,11
Archery,KOR,1,11
Archery,ITA,0.899999999999999,10
Archery,TPE,0.899999999999999,10
Archery,IND,0.699999999999999,8
Archery,JPN,0.699999999999999,8
Archery,MEX,0.699999999999999,8
Archery,UKR,0.699999999999999,8
Archery,USA,0.699999999999999,8
Archery,FRA,0.6,7
Archery,GBR,0.6,7
Archery,BRA,0.499999999999999,6
Archery,ESP,0.499999999999999,6
Archery,AUS,0.400000000000001,5
Archery,COL,0.400000000000001,5
Archery,MAS,0.400000000000001,5
Archery,GER,0.3,4
Archery,INA,0.3,4
Archery,KAZ,0.3,4
Archery,RUS,0.3,4
Archery,CAN,0.200000000000001,3
Archery,DEN,0.200000000000001,3
Archery,EGY,0.200000000000001,3
Archery,GEO,0.200000000000001,3
Archery,IRI,0.200000000000001,3
Archery,NED,0.200000000000001,3
Archery,POL,0.200000000000001,3
Archery,TUR,0.200000000000001,3
Archery,BAN,0.1,2
Archery,BHU,0.1,2
Archery,BLR,0.1,2
Archery,CHI,0.1,2
Archery,CUB,0.1,2
Archery,EST,0.1,2
Archery,FIN,0.1,2
Archery,MDA,0.1,2
Archery,MGL,0.1,2
Archery,MYA,0.1,2
Archery,PHI,0.1,2
Archery,PRK,0.1,2
Archery,SUI,0.1,2
Archery,SVK,0.1,2
Archery,TGA,0.1,2
Archery,VEN,0.1,2
Archery,AUT,0,1
Archery,AZE,0,1
Archery,BEL,0,1
Archery,BUL,0,1
Archery,CIV,0,1
Archery,DOM,0,1
Archery,FIJ,0,1
Archery,GRE,0,1
Archery,HKG,0,1
Archery,IRQ,0,1
Archery,KEN,0,1
Archery,LBA,0,1
Archery,LUX,0,1
Archery,MAW,0,1
Archery,NEP,0,1
Archery,NOR,0,1
Archery,RSA,0,1
Archery,SAM,0,1
Archery,SLO,0,1
Archery,SMR,0,1
Archery,SWE,0,1
Archery,THA,0,1
Archery,ZIM,0,1
Athletics,USA,1,210
Athletics,GER,0.617224880382775,130
Athletics,GBR,0.545454545454546,115
Athletics,UKR,0.5311004784689,112
Athletics,RUS,0.464114832535885,98
Athletics,POL,0.435406698564593,92
Athletics,AUS,0.416267942583733,88
Athletics,CAN,0.401913875598087,85
Athletics,CHN,0.387559808612441,82
Athletics,JPN,0.382775119617225,81
Athletics,JAM,0.373205741626793,79
Athletics,FRA,0.363636363636364,77
Athletics,BRA,0.358851674641148,76
Athletics,ESP,0.358851674641148,76
Athletics,KEN,0.349282296650718,74
Athletics,CUB,0.334928229665072,71
Athletics,BLR,0.320574162679426,68
Athletics,ITA,0.253588516746412,54
Athletics,ETH,0.248803827751195,53
Athletics,COL,0.239234449760766,51
Athletics,TUR,0.23444976076555,50
Athletics,RSA,0.229665071770335,49
Athletics,CZE,0.200956937799043,43
Athletics,GRE,0.181818181818183,39
Athletics,KAZ,0.181818181818183,39
Athletics,NED,0.181818181818183,39
Athletics,NGR,0.177033492822966,38
Athletics,IND,0.172248803827751,37
Athletics,BRN,0.167464114832537,36
Athletics,POR,0.167464114832537,36
Athletics,BAH,0.157894736842105,34
Athletics,IRL,0.157894736842105,34
Athletics,BEL,0.15311004784689,33
Athletics,ROU,0.148325358851675,32
Athletics,MAR,0.143540669856459,31
Athletics,MEX,0.143540669856459,31
Athletics,HUN,0.138755980861244,30
Athletics,LAT,0.129186602870813,28
Athletics,LTU,0.129186602870813,28
Athletics,KOR,0.119617224880383,26
Athletics,FIN,0.114832535885167,25
Athletics,TTO,0.114832535885167,25
Athletics,UGA,0.114832535885167,25
Athletics,EST,0.110047846889952,24
Athletics,ECU,0.105263157894737,23
Athletics,UZB,0.105263157894737,23
Athletics,SUI,0.100478468899521,22
