Sport,Country,Ratio,Onlybefore2Count
3x3 Basketball,BEL,6.25,4
3x3 Basketball,CHN,12.5,8
3x3 Basketball,FRA,6.25,4
3x3 Basketball,ITA,6.25,4
3x3 Basketball,JPN,12.5,8
3x3 Basketball,LAT,6.25,4
3x3 Basketball,MGL,6.25,4
3x3 Basketball,NED,6.25,4
3x3 Basketball,POL,6.25,4
3x3 Basketball,ROC,12.5,8
3x3 Basketball,ROU,6.25,4
3x3 Basketball,SRB,6.25,4
3x3 Basketball,USA,6.25,4
Archery,AUS,2.13675213675214,5
Archery,AUT,0.427350427350427,1
Archery,AZE,0.427350427350427,1
Archery,BAN,1.28205128205128,3
Archery,BEL,0.854700854700855,2
Archery,BHU,0.854700854700855,2
Archery,BLR,1.70940170940171,4
Archery,BRA,2.99145299145299,7
Archery,CAN,1.28205128205128,3
Archery,CHA,0.427350427350427,1
Archery,CHI,0.854700854700855,2
Archery,CHN,5.12820512820513,12
Archery,CIV,0.427350427350427,1
Archery,COL,2.56410256410256,6
Archery,CUB,0.427350427350427,1
Archery,CZE,0.427350427350427,1
Archery,DEN,0.427350427350427,1
Archery,DOM,0.427350427350427,1
Archery,ECU,0.427350427350427,1
Archery,EGY,1.70940170940171,4
Archery,ESP,2.56410256410256,6
Archery,EST,0.854700854700855,2
Archery,FIJ,0.427350427350427,1
Archery,FIN,1.28205128205128,3
Archery,FRA,2.56410256410256,6
Archery,GBR,2.56410256410256,6
Archery,GEO,1.28205128205128,3
Archery,GER,2.13675213675214,5
Archery,GRE,0.427350427350427,1
Archery,HUN,0.427350427350427,1
Archery,INA,3.41880341880342,8
Archery,IND,2.56410256410256,6
Archery,IRI,0.854700854700855,2
Archery,ISR,0.427350427350427,1
Archery,ISV,0.427350427350427,1
Archery,ITA,3.41880341880342,8
Archery,JPN,3.84615384615385,9
Archery,KAZ,2.13675213675214,5
Archery,KEN,0.427350427350427,1
Archery,KOR,5.12820512820513,12
Archery,LBA,0.427350427350427,1
Archery,LUX,0.427350427350427,1
Archery,MAS,2.13675213675214,5
Archery,MAW,0.427350427350427,1
Archery,MDA,0.854700854700855,2
Archery,MEX,3.41880341880342,8
Archery,MGL,1.28205128205128,3
Archery,MYA,0.427350427350427,1
Archery,NED,2.99145299145299,7
Archery,NEP,0.427350427350427,1
Archery,NOR,0.427350427350427,1
Archery,POL,1.28205128205128,3
Archery,PRK,0.427350427350427,1
Archery,ROC,1.70940170940171,4
Archery,ROU,0.427350427350427,1
Archery,RUS,1.28205128205128,3
Archery,SLO,0.427350427350427,1
Archery,SVK,1.28205128205128,3
Archery,SWE,0.427350427350427,1
Archery,TGA,0.854700854700855,2
Archery,THA,0.427350427350427,1
Archery,TPE,5.12820512820513,12
Archery,TUN,0.854700854700855,2
Archery,TUR,1.28205128205128,3
Archery,UKR,2.99145299145299,7
Archery,USA,3.41880341880342,8
Archery,VEN,0.854700854700855,2
Archery,VIE,0.854700854700855,2
Archery,ZIM,0.427350427350427,1
Artistic Gymnastics,ALB,0.510204081632653,1
Artistic Gymnastics,ARG,0.510204081632653,1
Artistic Gymnastics,ARM,0.510204081632653,1
Artistic Gymnastics,AUS,1.53061224489796,3
Artistic Gymnastics,AUT,0.510204081632653,1
Artistic Gymnastics,AZE,1.02040816326531,2
Artistic Gymnastics,BEL,2.04081632653061,4
Artistic Gymnastics,BLR,0.510204081632653,1
Artistic Gymnastics,BRA,3.57142857142857,7
Artistic Gymnastics,BUL,0.510204081632653,1
Artistic Gymnastics,CAN,2.55102040816327,5
Artistic Gymnastics,CAY,0.510204081632653,1
Artistic Gymnastics,CHI,1.02040816326531,2
Artistic Gymnastics,CHN,6.12244897959184,12
Artistic Gymnastics,CRC,0.510204081632653,1
Artistic Gymnastics,CRO,1.02040816326531,2
Artistic Gymnastics,CUB,0.510204081632653,1
Artistic Gymnastics,CYP,0.510204081632653,1
Artistic Gymnastics,CZE,1.02040816326531,2
Artistic Gymnastics,EGY,1.53061224489796,3
Artistic Gymnastics,ESP,4.59183673469388,9
Artistic Gymnastics,FRA,3.57142857142857,7
Artistic Gymnastics,GBR,4.08163265306122,8
Artistic Gymnastics,GER,4.08163265306122,8
Artistic Gymnastics,GRE,0.510204081632653,1
Artistic Gymnastics,HKG,0.510204081632653,1
Artistic Gymnastics,HUN,0.510204081632653,1
Artistic Gymnastics,IND,0.510204081632653,1
Artistic Gymnastics,IRL,1.02040816326531,2
Artistic Gymnastics,ISR,1.53061224489796,3
Artistic Gymnastics,ITA,3.57142857142857,7
Artistic Gymnastics,JAM,0.510204081632653,1
Artistic Gymnastics,JPN,5.61224489795918,11
Artistic Gymnastics,KAZ,0.510204081632653,1
Artistic Gymnastics,KOR,3.57142857142857,7
Artistic Gymnastics,LTU,0.510204081632653,1
Artistic Gymnastics,MAS,1.02040816326531,2
Artistic Gymnastics,MEX,1.02040816326531,2
Artistic Gymnastics,NED,3.06122448979592,6
Artistic Gymnastics,NGR,0.510204081632653,1
Artistic Gymnastics,NOR,1.02040816326531,2
Artistic Gymnastics,NZL,0.510204081632653,1
