sport,country,str,count
Archery,UKR,1,11
Archery,ITA,0.899999999999999,10
Archery,KOR,0.899999999999999,10
Archery,SWE,0.899999999999999,10
Archery,AUS,0.799999999999999,9
Archery,CHN,0.799999999999999,9
Archery,JPN,0.799999999999999,9
Archery,KAZ,0.799999999999999,9
Archery,USA,0.799999999999999,9
Archery,POL,0.700000000000001,8
Archery,RUS,0.700000000000001,8
Archery,TPE,0.700000000000001,8
Archery,TUR,0.700000000000001,8
Archery,FRA,0.6,7
Archery,FIN,0.400000000000001,5
Archery,GBR,0.400000000000001,5
Archery,MEX,0.400000000000001,5
Archery,NED,0.400000000000001,5
Archery,CUB,0.3,4
Archery,GER,0.3,4
Archery,NOR,0.3,4
Archery,BHU,0.2,3
Archery,BLR,0.2,3
Archery,CAN,0.2,3
Archery,GEO,0.2,3
Archery,INA,0.2,3
Archery,IND,0.2,3
Archery,NZL,0.2,3
Archery,RSA,0.2,3
Archery,SLO,0.2,3
Archery,BEL,0.0999999999999999,2
Archery,ESP,0.0999999999999999,2
Archery,HUN,0.0999999999999999,2
Archery,KEN,0.0999999999999999,2
Archery,MDA,0.0999999999999999,2
Archery,ASA,0,1
Archery,BUL,0,1
Archery,CAF,0,1
Archery,CHI,0,1
Archery,DEN,0,1
Archery,EGY,0,1
Archery,ESA,0,1
Archery,EST,0,1
Archery,GRE,0,1
Archery,IRL,0,1
Archery,MGL,0,1
Archery,MRI,0,1
Archery,MYA,0,1
Archery,PHI,0,1
Archery,POR,0,1
Archery,PRK,0,1
Archery,PUR,0,1
Archery,SMR,0,1
Archery,UGA,0,1
Archery,VAN,0,1
Athletics,USA,1,203
Athletics,RUS,0.816831683168316,166
Athletics,GBR,0.599009900990099,122
Athletics,GER,0.589108910891088,120
Athletics,AUS,0.539603960396039,110
Athletics,ESP,0.47029702970297,96
Athletics,FRA,0.445544554455446,91
Athletics,UKR,0.396039603960396,81
Athletics,ITA,0.386138613861386,79
Athletics,JAM,0.321782178217821,66
Athletics,KEN,0.316831683168317,65
Athletics,CAN,0.287128712871287,59
Athletics,CUB,0.287128712871287,59
Athletics,JPN,0.277227722772278,57
Athletics,GRE,0.262376237623763,54
Athletics,BLR,0.252475247524752,52
Athletics,CHN,0.252475247524752,52
Athletics,BRA,0.242574257425742,50
Athletics,POL,0.242574257425742,50
Athletics,IRL,0.232673267326733,48
Athletics,HUN,0.227722772277228,47
Athletics,NGR,0.227722772277228,47
Athletics,FIN,0.198019801980197,41
Athletics,POR,0.188118811881189,39
Athletics,MAR,0.178217821782179,37
Athletics,ROU,0.178217821782179,37
Athletics,CZE,0.168316831683168,35
Athletics,RSA,0.168316831683168,35
Athletics,BUL,0.163366336633663,34
Athletics,ETH,0.148514851485149,31
Athletics,KAZ,0.138613861386139,29
Athletics,SUI,0.138613861386139,29
Athletics,SWE,0.138613861386139,29
Athletics,LAT,0.133663366336634,28
Athletics,MEX,0.133663366336634,28
Athletics,SCG,0.133663366336634,28
Athletics,GHA,0.128712871287129,27
Athletics,IND,0.128712871287129,27
Athletics,UZB,0.128712871287129,27
