Sport,Country,Ratio,Onlybefore2Count
Archery,AUS,5.14018691588785,11
Archery,BHU,1.4018691588785,3
Archery,BLR,1.86915887850467,4
Archery,BRA,0.467289719626168,1
Archery,BUL,0.934579439252336,2
Archery,CAN,2.33644859813084,5
Archery,CHN,4.20560747663551,9
Archery,COL,1.4018691588785,3
Archery,CUB,0.934579439252336,2
Archery,CYP,0.467289719626168,1
Archery,CZE,0.934579439252336,2
Archery,DEN,1.4018691588785,3
Archery,EGY,2.33644859813084,5
Archery,ESA,0.467289719626168,1
Archery,ESP,1.4018691588785,3
Archery,FIJ,0.467289719626168,1
Archery,FIN,0.934579439252336,2
Archery,FRA,4.67289719626168,10
Archery,GBR,3.27102803738318,7
Archery,GEO,0.934579439252336,2
Archery,GER,2.33644859813084,5
Archery,GRE,2.80373831775701,6
Archery,INA,1.4018691588785,3
Archery,IND,4.20560747663551,9
Archery,IRI,0.934579439252336,2
Archery,ITA,3.27102803738318,7
Archery,JPN,4.20560747663551,9
Archery,KAZ,1.86915887850467,4
Archery,KOR,4.20560747663551,9
Archery,LAO,0.467289719626168,1
Archery,LUX,0.467289719626168,1
Archery,MAR,0.467289719626168,1
Archery,MAS,1.86915887850467,4
Archery,MEX,2.80373831775701,6
Archery,MRI,0.934579439252336,2
Archery,MYA,0.934579439252336,2
Archery,NED,1.4018691588785,3
Archery,NZL,0.467289719626168,1
Archery,PHI,0.934579439252336,2
Archery,POL,2.80373831775701,6
Archery,POR,0.467289719626168,1
Archery,PRK,0.934579439252336,2
Archery,QAT,0.467289719626168,1
Archery,ROU,0.467289719626168,1
Archery,RSA,0.934579439252336,2
Archery,RUS,4.20560747663551,9
Archery,SAM,0.467289719626168,1
Archery,SUI,0.467289719626168,1
Archery,SWE,1.4018691588785,3
Archery,TGA,0.467289719626168,1
Archery,TJK,0.934579439252336,2
Archery,TPE,3.73831775700935,8
Archery,TUR,2.33644859813084,5
Archery,UKR,3.73831775700935,8
Archery,USA,3.73831775700935,8
Archery,VEN,0.467289719626168,1
Athletics,AFG,0.0601865783930184,2
Athletics,AHO,0.0601865783930184,2
Athletics,ALB,0.0601865783930184,2
Athletics,ALG,0.75233222991273,25
Athletics,AND,0.0902798675895275,3
Athletics,ANG,0.0300932891965092,1
Athletics,ANT,0.150466445982546,5
Athletics,ARG,0.481492627144147,16
Athletics,ARM,0.120373156786037,4
Athletics,ARU,0.0300932891965092,1
Athletics,ASA,0.0902798675895275,3
Athletics,AUS,2.01625037616612,67
Athletics,AUT,0.240746313572073,8
Athletics,AZE,0.180559735179055,6
Athletics,BAH,0.75233222991273,25
Athletics,BAN,0.0902798675895275,3
Athletics,BAR,0.180559735179055,6
Athletics,BDI,0.150466445982546,5
Athletics,BEL,0.631959073126693,21
Athletics,BEN,0.0902798675895275,3
Athletics,BER,0.0902798675895275,3
Athletics,BIH,0.120373156786037,4
Athletics,BIZ,0.150466445982546,5
Athletics,BLR,1.98615708696961,66
Athletics,BOL,0.0902798675895275,3
Athletics,BOT,0.391212759554619,13
Athletics,BRA,1.83569064098706,61
Athletics,BRN,0.36111947035811,12
Athletics,BRU,0.0300932891965092,1
Athletics,BUL,0.872705386698766,29
Athletics,BUR,0.0902798675895275,3
Athletics,CAF,0.120373156786037,4
Athletics,CAM,0.0902798675895275,3
Athletics,CAN,1.26391814625339,42
Athletics,CAY,0.0902798675895275,3
Athletics,CGO,0.0902798675895275,3
Athletics,CHA,0.0902798675895275,3
Athletics,CHI,0.240746313572073,8
Athletics,CHN,3.09960878724045,103
Athletics,CIV,0.0601865783930184,2
Athletics,CMR,0.300932891965092,10
Athletics,COD,0.0902798675895275,3
Athletics,COK,0.0902798675895275,3
Athletics,COL,0.601865783930184,20
Athletics,COM,0.120373156786037,4
Athletics,CPV,0.0601865783930184,2
Athletics,CRC,0.0902798675895275,3
Athletics,CRO,0.451399337947638,15
Athletics,CUB,1.92597050857659,64
Athletics,CYP,0.331026181161601,11
Athletics,CZE,1.56485103821848,52
Athletics,DEN,0.180559735179055,6
Athletics,DJI,0.0601865783930184,2
Athletics,DMA,0.0902798675895275,3
Athletics,DOM,0.270839602768583,9
Athletics,ECU,0.391212759554619,13
Athletics,EGY,0.150466445982546,5
Athletics,ERI,0.331026181161601,11
Athletics,ESA,0.120373156786037,4
Athletics,ESP,2.46764971411375,82
Athletics,EST,0.72223894071622,24
Athletics,ETH,1.3241047246464,44
Athletics,FIJ,0.0902798675895275,3
Athletics,FIN,1.14354498946735,38
Athletics,FRA,2.6181161600963,87
Athletics,FSM,0.120373156786037,4
Athletics,GAB,0.0902798675895275,3
Athletics,GAM,0.120373156786037,4
Athletics,GBR,2.85886247366837,95
Athletics,GBS,0.120373156786037,4
Athletics,GEO,0.0902798675895275,3
Athletics,GEQ,0.0902798675895275,3
Athletics,GER,3.03942220884743,101
Athletics,GHA,0.331026181161601,11
Athletics,GRE,2.16671682214866,72
Athletics,GRN,0.270839602768583,9
Athletics,GUA,0.180559735179055,6
Athletics,GUI,0.0601865783930184,2
Athletics,GUM,0.120373156786037,4
Athletics,GUY,0.0902798675895275,3
Athletics,HAI,0.180559735179055,6
Athletics,HKG,0.0902798675895275,3
Athletics,HON,0.0902798675895275,3
Athletics,HUN,1.26391814625339,42
Athletics,INA,0.120373156786037,4
Athletics,IND,0.72223894071622,24
Athletics,IRI,0.180559735179055,6
Athletics,IRL,0.692145651519711,23
Athletics,IRQ,0.120373156786037,4
Athletics,ISL,0.120373156786037,4
Athletics,ISR,0.210653024375564,7
Athletics,ISV,0.0902798675895275,3
Athletics,ITA,2.04634366536262,68
Athletics,IVB,0.0902798675895275,3
Athletics,JAM,2.04634366536262,68
Athletics,JOR,0.0902798675895275,3
Athletics,JPN,1.83569064098706,61
Athletics,KAZ,0.962985254288294,32
Athletics,KEN,1.80559735179055,60
Athletics,KGZ,0.300932891965092,10
Athletics,KIR,0.0902798675895275,3
Athletics,KOR,0.782425519109239,26
Athletics,KSA,0.421306048751128,14
Athletics,KUW,0.150466445982546,5
Athletics,LAO,0.0902798675895275,3
Athletics,LAT,0.782425519109239,26
Athletics,LBA,0.0902798675895275,3
Athletics,LBR,0.150466445982546,5
